decision_id,market,reference_key,reference_title,reference_address,reference_zip,returned_candidate_count,fixed_identity_evidence_candidate_count,provider_closed_signal_candidate_count,best_candidate_key,best_candidate_title,best_candidate_category,best_candidate_address,best_candidate_url,best_candidate_business_status,best_candidate_provider_closed_signal,best_distance_meters,best_same_address,best_same_phone,best_same_domain,best_title_similarity,best_fixed_identity_evidence,included_in_main_discovery_pipeline,allowed_manual_decisions,manual_decision,selected_candidate_key,decision_evidence,evidence_url,reviewed_by,reviewed_on
reference_status:competition_unit:clinic:9895c0eae215efa1,Vidalia_GA_S,competition_unit:clinic:9895c0eae215efa1,East Georgia Nephrology,"306 Maple Dr, Vidalia, GA 30474",30474.0,1,1,0,google:cid:12631363026032072752,East Georgia Nephrology,Nephrologist,"306 Maple Dr, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify East Georgia Nephrology at 306 Maple Dr, Vidalia, GA 30474. The returned category is Nephrologist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=12631363026032072752,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:5a8d94077e3e9a93,Vidalia_GA_S,competition_unit:clinic:5a8d94077e3e9a93,"Endoscopy Center of Southeast Georgia, Inc.","200 Maple Dr, Vidalia, GA 30474",30474.0,1,1,0,google:cid:135880293789798920,"Endoscopy Center of Southeast Georgia, Inc.",Gastroenterologist,"200 Maple Dr, Vidalia, GA 30474",http://www.prevention.md/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Endoscopy Center of Southeast Georgia, Inc. at 200 Maple Dr, Vidalia, GA 30474. The returned category is Gastroenterologist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.prevention.md/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:0d052a85fd453bc4,Vidalia_GA_S,competition_unit:clinic:0d052a85fd453bc4,Georgia Department of Labor Vidalia Career Center,"206 Queen St Suite 16, Vidalia, GA 30474",30474.0,1,1,0,google:cid:4935504437782430442,Georgia Department of Labor Vidalia Career Center,State government office,"206 Queen St Suite 16, Vidalia, GA 30474",https://dol.georgia.gov/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Georgia Department of Labor Vidalia Career Center at 206 Queen St Suite 16, Vidalia, GA 30474. The returned category is State government office, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://dol.georgia.gov/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:1ca5c2d6ae631036,Vidalia_GA_S,competition_unit:clinic:1ca5c2d6ae631036,Maxwell Plaza Shopping Center,"Maxwell Plaza Shopping Center, E 1st St, Vidalia, GA 30474",30474.0,2,1,0,google:cid:17715534198630594349,Maxwell Plaza Shopping Center,Shopping mall,"Maxwell Plaza Shopping Center, E 1st St, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Maxwell Plaza Shopping Center at Maxwell Plaza Shopping Center, E 1st St, Vidalia, GA 30474. The returned category is Shopping mall, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=17715534198630594349,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:4d2e426d38cbc45b,Vidalia_GA_S,competition_unit:clinic:4d2e426d38cbc45b,Memorial Health Meadows Hospital,"One Meadows Pkwy, Vidalia, GA 30474",30474.0,1,1,0,google:cid:660002156623621570,Memorial Health Meadows Hospital,Hospital,"One Meadows Pkwy, Vidalia, GA 30474",https://www.memorialhealth.com/locations/memorial-health-meadows-hospital?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Memorial Health Meadows Hospital at One Meadows Pkwy, Vidalia, GA 30474. The returned category is Hospital, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.memorialhealth.com/locations/memorial-health-meadows-hospital?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:7fd589345ba80017,Vidalia_GA_S,competition_unit:clinic:7fd589345ba80017,Memorial Health Meadows Hospital Emergency Department,"1 Meadows Pkwy, Vidalia, GA 30474",30474.0,1,1,0,google:cid:15306026788620919354,Memorial Health Meadows Hospital Emergency Department,Emergency room,"1 Meadows Pkwy, Vidalia, GA 30474",https://www.memorialhealth.com/locations/memorial-health-meadows-hospital/specialties/emergency-care?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Memorial Health Meadows Hospital Emergency Department at 1 Meadows Pkwy, Vidalia, GA 30474. The returned category is Emergency room, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.memorialhealth.com/locations/memorial-health-meadows-hospital/specialties/emergency-care?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:333c947aefbb8237,Vidalia_GA_S,competition_unit:clinic:333c947aefbb8237,Neurosurgical and Spine Institute of Savannah,"1707 Meadows Ln E, Vidalia, GA 30474",30474.0,1,1,0,google:cid:10065444671621024899,Neurosurgical and Spine Institute of Savannah,Neurosurgeon,"1707 Meadows Ln E, Vidalia, GA 30474",https://neurologicalinstitute.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Neurosurgical and Spine Institute of Savannah at 1707 Meadows Ln E, Vidalia, GA 30474. The returned category is Neurosurgeon, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://neurologicalinstitute.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:b52a1dc371b9e8d3,Vidalia_GA_S,competition_unit:clinic:b52a1dc371b9e8d3,Restore Wellness and Aesthetics,"1811 Manning Dr, Vidalia, GA 30474",30474.0,1,1,0,google:cid:4847329505054886628,Restore Wellness and Aesthetics,Skin care clinic,"1811 Manning Dr, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Restore Wellness and Aesthetics at 1811 Manning Dr, Vidalia, GA 30474. The returned category is Skin care clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=4847329505054886628,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:address:d8c806e0199e0993,Vidalia_GA_S,competition_unit:address:d8c806e0199e0993,Spivey Orthopedic Clinic | Orthopedics | Vidalia,"3301 E 1st St Suite A, Vidalia, GA 30474",30474.0,4,1,0,google:cid:17678983923036140758,Spivey Orthopedic Clinic | Orthopedics | Vidalia,Orthopedic surgeon,"3301 E 1st St Ste A, Vidalia, GA 30474",http://www.spiveyortho.com/,,False,0.0,False,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Spivey Orthopedic Clinic | Orthopedics | Vidalia at 3301 E 1st St Ste A, Vidalia, GA 30474. The returned category is Orthopedic surgeon, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.spiveyortho.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:cdfd0faf485cf6d8,Vidalia_GA_S,competition_unit:clinic:cdfd0faf485cf6d8,The Dahlia Event Center,"200 SW Main St, Vidalia, GA 30474",30474.0,1,1,0,google:cid:3963194763413217871,The Dahlia Event Center,Event venue,"200 SW Main St, Vidalia, GA 30474",https://thedahliaga.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify The Dahlia Event Center at 200 SW Main St, Vidalia, GA 30474. The returned category is Event venue, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://thedahliaga.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:8907c9166f450fa3,Vidalia_GA_S,competition_unit:clinic:8907c9166f450fa3,Tots To Teens Medical Center,"303 Harris Industrial Blvd Suite 5, Vidalia, GA 30474",30474.0,1,0,0,google:cid:5989961144140555777,Tots To Teens Medical Center,Pediatrician,"303 Harris Industrial Blvd Ste 5, Vidalia, GA 30474",http://www.totstoteensmedical.com/,,False,61.052,False,False,False,1.0,False,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Tots To Teens Medical Center at 303 Harris Industrial Blvd Ste 5, Vidalia, GA 30474. The returned category is Pediatrician, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.totstoteensmedical.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:1dc87e0e3255dbf6,Vidalia_GA_S,competition_unit:clinic:1dc87e0e3255dbf6,Vidalia Auto Salvage,"2735 GA-297, Vidalia, GA 30474",30474.0,1,1,0,google:cid:5972637982986534884,Vidalia Auto Salvage,Auto parts store,"2735 GA-297, Vidalia, GA 30474",http://www.vidaliaautosalvageinc.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Auto Salvage at 2735 GA-297, Vidalia, GA 30474. The returned category is Auto parts store, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",http://www.vidaliaautosalvageinc.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:4c623f03e42c3062,Vidalia_GA_S,competition_unit:clinic:4c623f03e42c3062,Vidalia Central Associates LLC,"3119 E 1st St, Vidalia, GA 30474",30474.0,1,1,0,google:cid:5020652604345118704,Vidalia Central Associates LLC,Diagnostic center,"3119 E 1st St, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Central Associates LLC at 3119 E 1st St, Vidalia, GA 30474. The returned category is Diagnostic center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=5020652604345118704,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:4a800995f4d0f3b3,Vidalia_GA_S,competition_unit:clinic:4a800995f4d0f3b3,Vidalia Community Center,"107 Old Airport Rd, Vidalia, GA 30474",30474.0,1,1,0,google:cid:189432071750330028,Vidalia Community Center,Community center,"107 Old Airport Rd, Vidalia, GA 30474",https://www.vidaliaga.gov/parksrec/page/community-center-reservations,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Community Center at 107 Old Airport Rd, Vidalia, GA 30474. The returned category is Community center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.vidaliaga.gov/parksrec/page/community-center-reservations,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:71add406244af3b3,Vidalia_GA_S,competition_unit:clinic:71add406244af3b3,Vidalia Farm Center,"756 GA-292, Vidalia, GA 30474",30474.0,1,1,0,google:cid:5144154752835424542,Vidalia Farm Center,Animal feed store,"756 GA-292, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Farm Center at 756 GA-292, Vidalia, GA 30474. The returned category is Animal feed store, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=5144154752835424542,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:136df80c08a69e51,Vidalia_GA_S,competition_unit:clinic:136df80c08a69e51,Vidalia Gymnastic Center,"2606 Mathews Industrial Cir, Vidalia, GA 30474",30474.0,1,1,0,google:cid:10091853462505473551,Vidalia Gymnastic Center,Gymnastics center,"2606 Mathews Industrial Cir, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Gymnastic Center at 2606 Mathews Industrial Cir, Vidalia, GA 30474. The returned category is Gymnastics center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.google.com/maps?cid=10091853462505473551,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:c2847b0a11c87d72,Vidalia_GA_S,competition_unit:clinic:c2847b0a11c87d72,Vidalia Immediate and Primary Care,"122 Alice Coleman Dr, Vidalia, GA 30474",30474.0,1,1,0,google:cid:2217419671997734755,Vidalia Immediate and Primary Care,Urgent care center,"122 Alice Coleman Dr, Vidalia, GA 30474",https://www.vipcarevidalia.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Immediate and Primary Care at 122 Alice Coleman Dr, Vidalia, GA 30474. The returned category is Urgent care center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.vipcarevidalia.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:935488649e084f65,Vidalia_GA_S,competition_unit:clinic:935488649e084f65,Vidalia Recreation Department,"102 Stockyard Rd, Vidalia, GA 30474",30474.0,1,1,0,google:cid:3506168681795015790,Vidalia Recreation Department,Recreation center,"102 Stockyard Rd, Vidalia, GA 30474",https://www.vidaliaga.gov/parksrec,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Recreation Department at 102 Stockyard Rd, Vidalia, GA 30474. The returned category is Recreation center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.vidaliaga.gov/parksrec,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:ab4d8127c9ebe25d,Vidalia_GA_S,competition_unit:clinic:ab4d8127c9ebe25d,Vidalia Recreation Park Gym,"406 W 3rd St, Vidalia, GA 30474",30474.0,2,1,0,google:cid:433014408956347718,Vidalia Recreation Park Gym,Recreation center,"406 W 3rd St, Vidalia, GA 30474",,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Recreation Park Gym at 406 W 3rd St, Vidalia, GA 30474. The returned category is Recreation center, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://www.vidaliaga.gov/parksrec,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:90c1dd5a300af284,Vidalia_GA_S,competition_unit:clinic:90c1dd5a300af284,Vidalia Regional Cancer Center,"One Meadows Ln, Vidalia, GA 30474",30474.0,3,1,0,google:cid:3222719679100066235,Vidalia Regional Cancer Center,Oncologist,"One Meadows Ln, Vidalia, GA 30474",https://meadowshealthcancercenter.com/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Regional Cancer Center at One Meadows Ln, Vidalia, GA 30474. The returned category is Oncologist, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://meadowshealthcancercenter.com/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
reference_status:competition_unit:clinic:98628de4098f4dad,Vidalia_GA_S,competition_unit:clinic:98628de4098f4dad,Vidalia Women's Center,"101 Harris Industrial Blvd # C, Vidalia, GA 30474",30474.0,2,2,0,google:cid:15743872561267434689,Vidalia Women's Center,Women's health clinic,"101 Harris Industrial Blvd # C, Vidalia, GA 30474",https://meadowsphysicians.com/locations/womens-care-harris-industrial/,,False,0.0,True,False,False,1.0,True,False,active_reference_not_rediscovered|active_renamed_or_relocated_location|active_same_historical_location|historical_location_closed|historical_reference_out_of_scope|unresolved,historical_reference_out_of_scope,,"The historical place and saved Maps result identify Vidalia Women's Center at 101 Harris Industrial Blvd # C, Vidalia, GA 30474. The returned category is Women's health clinic, and the title and category do not identify a patient-facing dentist or included dental specialty under the frozen study taxonomy.",https://meadowsphysicians.com/locations/womens-care-harris-industrial/,Codex-assisted evidence audit,2026-09-19T00:00:00Z
