profile_key,completion_sequence,market,title,address,observed_sources,observed_categories,source_phone,source_domain,official_site_url,exact_google_profile_url,exact_title_address_search_url,organization_key,evidence_route,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
google:cid:17148503378792403798,83,LA_CA_L,Wesley Health Clinic,"522 San Pedro St, Los Angeles, CA 90013",maps_core,Medical group,+1562-867-7999,wesleyhealthcenters.com,http://wesleyhealthcenters.com/,https://www.google.com/maps?cid=17148503378792403798,https://www.google.com/search?q=%22Wesley+Health+Clinic%22+%22522+San+Pedro+St%2C+Los+Angeles%2C+CA+90013%22+dental,wesleyhealthcenters.com,official_site_and_exact_profile,,,,,
google:cid:1041337711816604659,84,LA_CA_L,100 Black Men of Los Angeles,"3701 Stocker St #309a, Los Angeles, CA 90008",business_listings,Non-profit organization,+1310-947-7745,www.100bmla.net,https://www.100bmla.net/,https://www.google.com/maps?cid=1041337711816604659,https://www.google.com/search?q=%22100+Black+Men+of+Los+Angeles%22+%223701+Stocker+St+%23309a%2C+Los+Angeles%2C+CA+90008%22+dental,www.100bmla.net,official_site_and_exact_profile,,,,,
google:cid:895678497028964503,85,LA_CA_L,Aesthetic,"8663 Holloway Plaza Dr, Los Angeles, CA 90069",business_listings,Furniture maker,+1310-659-6213,www.aestheticdecor.com,http://www.aestheticdecor.com/,https://www.google.com/maps?cid=895678497028964503,https://www.google.com/search?q=%22Aesthetic%22+%228663+Holloway+Plaza+Dr%2C+Los+Angeles%2C+CA+90069%22+dental,www.aestheticdecor.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Furniture maker, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=895678497028964503,Codex-assisted exact-profile audit,2026-09-25
google:cid:15714100834549036307,86,LA_CA_L,Affinity Cosmetic Center,"12304 Santa Monica Blvd #101, Los Angeles, CA 90025",business_listings,Skin care clinic,+1310-801-6484,www.affinitycosmeticcenter.com,http://www.affinitycosmeticcenter.com/,https://www.google.com/maps?cid=15714100834549036307,https://www.google.com/search?q=%22Affinity+Cosmetic+Center%22+%2212304+Santa+Monica+Blvd+%23101%2C+Los+Angeles%2C+CA+90025%22+dental,www.affinitycosmeticcenter.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Skin care clinic, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=15714100834549036307,Codex-assisted exact-profile audit,2026-09-25
google:cid:8733211690348049313,87,LA_CA_L,"AltaMed Medical and Dental Group - Pasadena, Fair Oaks","1855 N Fair Oaks Ave #200, Pasadena, CA 91103",business_listings,Medical clinic,+1888-499-9303,www.altamed.org,https://www.altamed.org/,https://www.google.com/maps?cid=8733211690348049313,https://www.google.com/search?q=%22AltaMed+Medical+and+Dental+Group+-+Pasadena%2C+Fair+Oaks%22+%221855+N+Fair+Oaks+Ave+%23200%2C+Pasadena%2C+CA+91103%22+dental,www.altamed.org,official_site_and_exact_profile,,,,,
google:cid:11349040228690126297,88,LA_CA_L,AltaMed Medical and Dental Group - South Gate,"8627 Atlantic Ave, South Gate, CA 90280",business_listings,Medical group,+1888-499-9303,www.altamed.org,http://www.altamed.org/,https://www.google.com/maps?cid=11349040228690126297,https://www.google.com/search?q=%22AltaMed+Medical+and+Dental+Group+-+South+Gate%22+%228627+Atlantic+Ave%2C+South+Gate%2C+CA+90280%22+dental,www.altamed.org,official_site_and_exact_profile,,,,,
google:cid:8910150710373783377,89,LA_CA_L,"Dr. Wei Ching Lee, MD - Arc Motion Rehab Clinic","55 E Huntington Dr #219, Arcadia, CA 91006",business_listings,Pain management physician,+1626-817-3422,www.arcmotionrehab.com,http://www.arcmotionrehab.com/,https://www.google.com/maps?cid=8910150710373783377,https://www.google.com/search?q=%22Dr.+Wei+Ching+Lee%2C+MD+-+Arc+Motion+Rehab+Clinic%22+%2255+E+Huntington+Dr+%23219%2C+Arcadia%2C+CA+91006%22+dental,www.arcmotionrehab.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Pain management physician, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=8910150710373783377,Codex-assisted exact-profile audit,2026-09-25
google:cid:11311635005790691978,90,LA_CA_L,Wong Jessica Pea MD,"6000 N Figueroa St, Highland Park, CA 90042",business_listings,Doctor,+1323-254-5221,www.arroyovista.org,http://www.arroyovista.org/,https://www.google.com/maps?cid=11311635005790691978,https://www.google.com/search?q=%22Wong+Jessica+Pea+MD%22+%226000+N+Figueroa+St%2C+Highland+Park%2C+CA+90042%22+dental,www.arroyovista.org,official_site_and_exact_profile,,,,,
google:cid:6614151412022945732,91,LA_CA_L,Central City Community Health Center,"5970 S Central Ave, Los Angeles, CA 90001",business_listings,Community health center,+1323-234-3280,www.centralcityhealth.org,http://www.centralcityhealth.org/,https://www.google.com/maps?cid=6614151412022945732,https://www.google.com/search?q=%22Central+City+Community+Health+Center%22+%225970+S+Central+Ave%2C+Los+Angeles%2C+CA+90001%22+dental,www.centralcityhealth.org,official_site_and_exact_profile,,,,,
google:cid:16938644178152517497,92,LA_CA_L,Chinatown Service Center,"767 N Hill St, Los Angeles, CA 90012",maps_core,Health,+1213-808-1792,www.cscla.org,https://www.cscla.org/,https://www.google.com/maps?cid=16938644178152517497,https://www.google.com/search?q=%22Chinatown+Service+Center%22+%22767+N+Hill+St%2C+Los+Angeles%2C+CA+90012%22+dental,www.cscla.org,official_site_and_exact_profile,,,,,
google:cid:13084037250118456891,93,LA_CA_L,Endoscopy Center At Skypark,"23441 Madison St, Torrance, CA 90505",business_listings,Medical clinic,+1310-375-6461,www.digestivecareconsultants.net,http://www.digestivecareconsultants.net/,https://www.google.com/maps?cid=13084037250118456891,https://www.google.com/search?q=%22Endoscopy+Center+At+Skypark%22+%2223441+Madison+St%2C+Torrance%2C+CA+90505%22+dental,www.digestivecareconsultants.net,official_site_and_exact_profile,,,,,
google:cid:7614563752735245075,94,LA_CA_L,El Proyecto Del Barrio,"9140 Van Nuys Blvd, Panorama City, CA 91402",business_listings,Medical clinic,+1818-830-7181,www.elproyecto.us,https://www.elproyecto.us/,https://www.google.com/maps?cid=7614563752735245075,https://www.google.com/search?q=%22El+Proyecto+Del+Barrio%22+%229140+Van+Nuys+Blvd%2C+Panorama+City%2C+CA+91402%22+dental,www.elproyecto.us,official_site_and_exact_profile,,,,,
google:cid:16643914325503616698,95,LA_CA_L,Encino Center for Sleep and TMJ Disorders,"16500 Ventura Blvd #370, Encino, CA 91436",business_listings,Sleep clinic,+1818-300-0070,www.encinosleepandtmj.com,http://www.encinosleepandtmj.com/,https://www.google.com/maps?cid=16643914325503616698,https://www.google.com/search?q=%22Encino+Center+for+Sleep+and+TMJ+Disorders%22+%2216500+Ventura+Blvd+%23370%2C+Encino%2C+CA+91436%22+dental,www.encinosleepandtmj.com,official_site_and_exact_profile,,,,,
google:cid:16173013667061739290,96,LA_CA_L,Friends of Family Health Center,"501 S Idaho St, La Habra, CA 90631",business_listings,Medical clinic,+1562-690-0400,www.fofhealthcenter.org,http://www.fofhealthcenter.org/,https://www.google.com/maps?cid=16173013667061739290,https://www.google.com/search?q=%22Friends+of+Family+Health+Center%22+%22501+S+Idaho+St%2C+La+Habra%2C+CA+90631%22+dental,www.fofhealthcenter.org,official_site_and_exact_profile,,,,,
google:cid:7646798875731967891,97,LA_CA_L,"InterDent, Inc.","2260 E Imperial Hwy, El Segundo, CA 90245",business_listings,Business to business service,+1310-765-2400,www.interdent.com,https://www.interdent.com/,https://www.google.com/maps?cid=7646798875731967891,https://www.google.com/search?q=%22InterDent%2C+Inc.%22+%222260+E+Imperial+Hwy%2C+El+Segundo%2C+CA+90245%22+dental,www.interdent.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Business to business service, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=7646798875731967891,Codex-assisted exact-profile audit,2026-09-25
google:cid:12486001094639181232,98,LA_CA_L,Jaw Surgery Los Angeles,"2811 Wilshire Blvd Suite 940B, Santa Monica, CA 90403",business_listings,Plastic surgery clinic,+1310-857-2088,www.jawsurgerylosangeles.com,https://www.jawsurgerylosangeles.com/?y_source=1_MTY5Njc1NzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.google.com/maps?cid=12486001094639181232,https://www.google.com/search?q=%22Jaw+Surgery+Los+Angeles%22+%222811+Wilshire+Blvd+Suite+940B%2C+Santa+Monica%2C+CA+90403%22+dental,www.jawsurgerylosangeles.com,official_site_and_exact_profile,,,,,
google:cid:15738244679380707742,99,LA_CA_L,K9 LOFT,"2170 Sunset Blvd, Los Angeles, CA 90026",business_listings,Pet boarding service,+1213-484-6006,www.k9loft.com,http://www.k9loft.com/,https://www.google.com/maps?cid=15738244679380707742,https://www.google.com/search?q=%22K9+LOFT%22+%222170+Sunset+Blvd%2C+Los+Angeles%2C+CA+90026%22+dental,www.k9loft.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Pet boarding service, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=15738244679380707742,Codex-assisted exact-profile audit,2026-09-25
google:cid:6628421155979957422,100,LA_CA_L,K9 Loft,"14257 Ventura Blvd, Sherman Oaks, CA 91423",business_listings,Pet groomer,+1818-905-6006,www.k9loft.com,http://www.k9loft.com/,https://www.google.com/maps?cid=6628421155979957422,https://www.google.com/search?q=%22K9+Loft%22+%2214257+Ventura+Blvd%2C+Sherman+Oaks%2C+CA+91423%22+dental,www.k9loft.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Pet groomer, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=6628421155979957422,Codex-assisted exact-profile audit,2026-09-25
google:cid:8520393266508949767,101,LA_CA_L,K9 Loft,"450 S Arroyo Pkwy, Pasadena, CA 91105",business_listings,Kennel,+1626-795-6060,www.k9loft.com,http://www.k9loft.com/,https://www.google.com/maps?cid=8520393266508949767,https://www.google.com/search?q=%22K9+Loft%22+%22450+S+Arroyo+Pkwy%2C+Pasadena%2C+CA+91105%22+dental,www.k9loft.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Kennel, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=8520393266508949767,Codex-assisted exact-profile audit,2026-09-25
google:cid:6196496635137087288,102,LA_CA_L,KCS Health Center - Orangethorpe,"7212 Orangethorpe Ave #9a, Buena Park, CA 90621",business_listings,Medical clinic,+1714-503-6550,www.kcsinc.org,https://www.kcsinc.org/,https://www.google.com/maps?cid=6196496635137087288,https://www.google.com/search?q=%22KCS+Health+Center+-+Orangethorpe%22+%227212+Orangethorpe+Ave+%239a%2C+Buena+Park%2C+CA+90621%22+dental,www.kcsinc.org,official_site_and_exact_profile,,,,,
google:cid:8154161051919693340,103,LA_CA_L,Kheir Clinic Suite 120,"3255 Wilshire Blvd, Los Angeles, CA 90010",business_listings,Medical clinic,+1213-235-2500,www.lakheir.org,http://www.lakheir.org/,https://www.google.com/maps?cid=8154161051919693340,https://www.google.com/search?q=%22Kheir+Clinic+Suite+120%22+%223255+Wilshire+Blvd%2C+Los+Angeles%2C+CA+90010%22+dental,www.lakheir.org,official_site_and_exact_profile,,,,,
google:cid:2840277457789965236,104,LA_CA_L,"Mission City Community Network, Inc - North Hills","15206 Parthenia St, North Hills, CA 91343",business_listings,Medical clinic,+1818-895-3100,www.mccn.org,http://www.mccn.org/,https://www.google.com/maps?cid=2840277457789965236,https://www.google.com/search?q=%22Mission+City+Community+Network%2C+Inc+-+North+Hills%22+%2215206+Parthenia+St%2C+North+Hills%2C+CA+91343%22+dental,www.mccn.org,official_site_and_exact_profile,,,,,
google:cid:8342031488362629794,105,LA_CA_L,Millennium Health Group,"16661 Ventura Blvd #716, Encino, CA 91436",business_listings,Alternative medicine practitioner,+1818-990-1166,www.millenniumhealthcenters.com,http://www.millenniumhealthcenters.com/,https://www.google.com/maps?cid=8342031488362629794,https://www.google.com/search?q=%22Millennium+Health+Group%22+%2216661+Ventura+Blvd+%23716%2C+Encino%2C+CA+91436%22+dental,www.millenniumhealthcenters.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Alternative medicine practitioner, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=8342031488362629794,Codex-assisted exact-profile audit,2026-09-25
google:cid:539673608057027857,106,LA_CA_L,Mobile 3D Advantage,"10315 Los Alamitos Blvd, Los Alamitos, CA 90720",business_listings,X-ray lab,+1949-282-0083,www.mobile3dadvantage.com,https://www.mobile3dadvantage.com/,https://www.google.com/maps?cid=539673608057027857,https://www.google.com/search?q=%22Mobile+3D+Advantage%22+%2210315+Los+Alamitos+Blvd%2C+Los+Alamitos%2C+CA+90720%22+dental,www.mobile3dadvantage.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify X-ray lab, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=539673608057027857,Codex-assisted exact-profile audit,2026-09-25
google:cid:339669297753351258,107,LA_CA_L,Neobiotech USA,"2700 E Foothill Blvd Unit 121, Pasadena, CA 91107",business_listings,Medical equipment supplier,+1213-387-7704,www.neobiotechusa.com,http://www.neobiotechusa.com/,https://www.google.com/maps?cid=339669297753351258,https://www.google.com/search?q=%22Neobiotech+USA%22+%222700+E+Foothill+Blvd+Unit+121%2C+Pasadena%2C+CA+91107%22+dental,www.neobiotechusa.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Medical equipment supplier, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=339669297753351258,Codex-assisted exact-profile audit,2026-09-25
google:cid:3096215368823140089,108,LA_CA_L,Northeast Valley Health Corporation (San Fernando Health Center),"1600 San Fernando Rd, San Fernando, CA 91340",business_listings,Medical clinic,+1818-365-8086,www.nevhc.org,http://www.nevhc.org/,https://www.google.com/maps?cid=3096215368823140089,https://www.google.com/search?q=%22Northeast+Valley+Health+Corporation+%28San+Fernando+Health+Center%29%22+%221600+San+Fernando+Rd%2C+San+Fernando%2C+CA+91340%22+dental,www.nevhc.org,official_site_and_exact_profile,,,,,
google:cid:11920906171447464232,109,LA_CA_L,Granada Hills Radiology,"10515 Balboa Blvd #240, Granada Hills, CA 91344",business_listings,X-ray lab,+1818-832-3300,www.raddico.com,http://www.raddico.com/,https://www.google.com/maps?cid=11920906171447464232,https://www.google.com/search?q=%22Granada+Hills+Radiology%22+%2210515+Balboa+Blvd+%23240%2C+Granada+Hills%2C+CA+91344%22+dental,www.raddico.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify X-ray lab, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=11920906171447464232,Codex-assisted exact-profile audit,2026-09-25
google:cid:6179340572617374652,110,LA_CA_L,The Wallis Annenberg Children & Family Health Center at Hollywood Wilshire Health Center,"5205 Melrose Ave, Los Angeles, CA 90038",business_listings,Mental health clinic,+1323-653-8622,www.sabancommunityclinic.org,http://www.sabancommunityclinic.org/,https://www.google.com/maps?cid=6179340572617374652,https://www.google.com/search?q=%22The+Wallis+Annenberg+Children+%26+Family+Health+Center+at+Hollywood+Wilshire+Health+Center%22+%225205+Melrose+Ave%2C+Los+Angeles%2C+CA+90038%22+dental,www.sabancommunityclinic.org,official_site_and_exact_profile,,,,,
google:cid:1439068570786713565,111,LA_CA_L,Venice Family Clinic - Simms/Mann Health Ctr,"2509 Pico Blvd, Santa Monica, CA 90405",business_listings,Medical clinic,+1310-392-8636,www.venicefamilyclinic.org,https://www.venicefamilyclinic.org/,https://www.google.com/maps?cid=1439068570786713565,https://www.google.com/search?q=%22Venice+Family+Clinic+-+Simms%2FMann+Health+Ctr%22+%222509+Pico+Blvd%2C+Santa+Monica%2C+CA+90405%22+dental,www.venicefamilyclinic.org,official_site_and_exact_profile,,,,,
google:cid:2329387890553899643,112,LA_CA_L,Via Care Cesar Chavez Health Center,"4755 E Cesar E Chavez Ave, East Los Angeles, CA 90022",business_listings,Medical clinic,+1323-268-9191,www.viacarela.org,https://www.viacarela.org/,https://www.google.com/maps?cid=2329387890553899643,https://www.google.com/search?q=%22Via+Care+Cesar+Chavez+Health+Center%22+%224755+E+Cesar+E+Chavez+Ave%2C+East+Los+Angeles%2C+CA+90022%22+dental,www.viacarela.org,official_site_and_exact_profile,,,,,
google:cid:17870772743849719591,113,LA_CA_L,Watts Healthcare - Watts Health Center,"10300 Compton Ave, Los Angeles, CA 90002",business_listings,Community health center,+1323-564-4331,www.wattshealth.org,http://www.wattshealth.org/,https://www.google.com/maps?cid=17870772743849719591,https://www.google.com/search?q=%22Watts+Healthcare+-+Watts+Health+Center%22+%2210300+Compton+Ave%2C+Los+Angeles%2C+CA+90002%22+dental,www.wattshealth.org,official_site_and_exact_profile,,,,,
google:cid:920815215444172769,114,Macon_GA_M,"Bibb Family Practice Associates, PC","721 Riverside Dr Ln, Macon, GA 31201",maps_core,Medical clinic,+1478-259-3439,bibbfamilypractice.com,http://bibbfamilypractice.com/,https://www.google.com/maps?cid=920815215444172769,https://www.google.com/search?q=%22Bibb+Family+Practice+Associates%2C+PC%22+%22721+Riverside+Dr+Ln%2C+Macon%2C+GA+31201%22+dental,bibbfamilypractice.com,official_site_and_exact_profile,,,,,
google:cid:14174239940159880544,115,Macon_GA_M,Macon Holistic,"1080 3rd St Ste 200, Macon, GA 31201",maps_core,Acupuncture clinic,+1478-284-1576,maconholistic.com,http://maconholistic.com/,https://www.google.com/maps?cid=14174239940159880544,https://www.google.com/search?q=%22Macon+Holistic%22+%221080+3rd+St+Ste+200%2C+Macon%2C+GA+31201%22+dental,maconholistic.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Acupuncture clinic, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=14174239940159880544,Codex-assisted exact-profile audit,2026-09-25
google:cid:13284838367573234959,116,Macon_GA_M,Walmart Health Center,"6020 Harrison Rd Suite B, Macon, GA 31206",business_listings,Medical clinic,+1478-703-0468,walmarthealth.com,https://walmarthealth.com/,https://www.google.com/maps?cid=13284838367573234959,https://www.google.com/search?q=%22Walmart+Health+Center%22+%226020+Harrison+Rd+Suite+B%2C+Macon%2C+GA+31206%22+dental,walmarthealth.com,official_site_and_exact_profile,,,,,
google:cid:2683486518035905913,117,Macon_GA_M,Macon VA Clinic,"5566 Thomaston Rd, Macon, GA 31220",maps_core,Medical clinic,+1478-476-8868,www.dublin.va.gov,http://www.dublin.va.gov/,https://www.google.com/maps?cid=2683486518035905913,https://www.google.com/search?q=%22Macon+VA+Clinic%22+%225566+Thomaston+Rd%2C+Macon%2C+GA+31220%22+dental,www.dublin.va.gov,official_site_and_exact_profile,,,,,
google:cid:15706617772192173359,118,Macon_GA_M,First Choice Primary Care: Rountree Rhonda MD,"770 Walnut St # 7A, Macon, GA 31201",maps_core,Registered general nurse,+1478-787-4266,www.firstchoiceprimarycare.org,https://www.firstchoiceprimarycare.org/,https://www.google.com/maps?cid=15706617772192173359,https://www.google.com/search?q=%22First+Choice+Primary+Care%3A+Rountree+Rhonda+MD%22+%22770+Walnut+St+%23+7A%2C+Macon%2C+GA+31201%22+dental,www.firstchoiceprimarycare.org,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Registered general nurse, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=15706617772192173359,Codex-assisted exact-profile audit,2026-09-25
google:cid:4599951736689123327,119,Macon_GA_M,Macon Volunteer Clinic,"770 Walnut St, Macon, GA 31201",maps_core|maps_specialist,Medical clinic,+1478-755-1110,www.maconvolunteerclinic.org,http://www.maconvolunteerclinic.org/,https://www.google.com/maps?cid=4599951736689123327,https://www.google.com/search?q=%22Macon+Volunteer+Clinic%22+%22770+Walnut+St%2C+Macon%2C+GA+31201%22+dental,www.maconvolunteerclinic.org,official_site_and_exact_profile,,,,,
google:cid:135096128598810680,120,Macon_GA_M,North Central Health District,"201 2nd St, Macon, GA 31201",maps_core,State government office,+1478-751-6303,www.northcentralhealthdistrict.org,http://www.northcentralhealthdistrict.org/,https://www.google.com/maps?cid=135096128598810680,https://www.google.com/search?q=%22North+Central+Health+District%22+%22201+2nd+St%2C+Macon%2C+GA+31201%22+dental,www.northcentralhealthdistrict.org,official_site_and_exact_profile,,,,,
google:cid:7177437249452483103,121,NYC_NY_L,Advanced Medical & Dental,"147-12 Rockaway Blvd, Jamaica, NY 11436",business_listings,Medical clinic,+1718-732-7744,advancedmedicalanddental.com,http://advancedmedicalanddental.com/,https://www.google.com/maps?cid=7177437249452483103,https://www.google.com/search?q=%22Advanced+Medical+%26+Dental%22+%22147-12+Rockaway+Blvd%2C+Jamaica%2C+NY+11436%22+dental,advancedmedicalanddental.com,official_site_and_exact_profile,,,,,
google:cid:16296289560891316346,122,NYC_NY_L,CEC Health Care - Glen Cove,"113 Glen Cove Ave, Glen Cove, NY 11542",business_listings,Medical clinic,+1516-622-8888,charlesevanscenter.org,http://charlesevanscenter.org/,https://www.google.com/maps?cid=16296289560891316346,https://www.google.com/search?q=%22CEC+Health+Care+-+Glen+Cove%22+%22113+Glen+Cove+Ave%2C+Glen+Cove%2C+NY+11542%22+dental,charlesevanscenter.org,official_site_and_exact_profile,,,,,
google:cid:18214434003362221946,123,NYC_NY_L,Hanna Face and Jaw,"521 Park Ave C, New York, NY 10065",business_listings,Surgical center,+1212-779-2787,hannafacejaw.com,https://hannafacejaw.com/,https://www.google.com/maps?cid=18214434003362221946,https://www.google.com/search?q=%22Hanna+Face+and+Jaw%22+%22521+Park+Ave+C%2C+New+York%2C+NY+10065%22+dental,hannafacejaw.com,official_site_and_exact_profile,,,,,
google:cid:5978500574907670907,124,NYC_NY_L,Harlem United,"179 E 116th St, New York, NY 10029",business_listings,Community health center,+1212-987-3707,harlemunited.org,http://harlemunited.org/,https://www.google.com/maps?cid=5978500574907670907,https://www.google.com/search?q=%22Harlem+United%22+%22179+E+116th+St%2C+New+York%2C+NY+10029%22+dental,harlemunited.org,official_site_and_exact_profile,,,,,
google:cid:7258043979584977031,125,NYC_NY_L,Ramon Velez Health Center,"754 E 151st St, Bronx, NY 10455",business_listings,Medical clinic,+1718-734-2539,lacasadesalud.org,https://lacasadesalud.org/,https://www.google.com/maps?cid=7258043979584977031,https://www.google.com/search?q=%22Ramon+Velez+Health+Center%22+%22754+E+151st+St%2C+Bronx%2C+NY+10455%22+dental,lacasadesalud.org,official_site_and_exact_profile,,,,,
google:cid:10654524086348142840,126,NYC_NY_L,Long Island Denture Center,"142 Union Ave, Lynbrook, NY 11563",business_listings,Denture care center,+1516-905-3368,longislanddenturecenter.com,https://longislanddenturecenter.com/,https://www.google.com/maps?cid=10654524086348142840,https://www.google.com/search?q=%22Long+Island+Denture+Center%22+%22142+Union+Ave%2C+Lynbrook%2C+NY+11563%22+dental,longislanddenturecenter.com,official_site_and_exact_profile,,,,,
google:cid:12734663689420348493,127,NYC_NY_L,Meadow Park Rehab & Healthcare,"78-10 164th St, Fresh Meadows, NY 11366",business_listings,Nursing home,+1718-591-8300,meadowparkrehab.com,http://meadowparkrehab.com/,https://www.google.com/maps?cid=12734663689420348493,https://www.google.com/search?q=%22Meadow+Park+Rehab+%26+Healthcare%22+%2278-10+164th+St%2C+Fresh+Meadows%2C+NY+11366%22+dental,meadowparkrehab.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Nursing home, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=12734663689420348493,Codex-assisted exact-profile audit,2026-09-25
google:cid:14013165419560239248,128,NYC_NY_L,New York Sleep Solutions,"265 Madison Ave 3rd floor, New York, NY 10016",business_listings,Sleep clinic,+1212-540-1622,nysleepsolutions.com,https://nysleepsolutions.com/,https://www.google.com/maps?cid=14013165419560239248,https://www.google.com/search?q=%22New+York+Sleep+Solutions%22+%22265+Madison+Ave+3rd+floor%2C+New+York%2C+NY+10016%22+dental,nysleepsolutions.com,official_site_and_exact_profile,,,,,
google:cid:14748533435362658906,129,NYC_NY_L,One Hanson Place,"One Hanson Pl, Brooklyn, NY 11243",business_listings,Condominium complex,+1718-783-6608,onehansonplace.nyc,https://onehansonplace.nyc/,https://www.google.com/maps?cid=14748533435362658906,https://www.google.com/search?q=%22One+Hanson+Place%22+%22One+Hanson+Pl%2C+Brooklyn%2C+NY+11243%22+dental,onehansonplace.nyc,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Condominium complex, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=14748533435362658906,Codex-assisted exact-profile audit,2026-09-25
google:cid:5575282571407485970,130,NYC_NY_L,Rambam Family Health Center,"1122 Chestnut Ave, Brooklyn, NY 11230",business_listings,Medical clinic,+1718-942-3888,rambamfamilyhealth.org,https://rambamfamilyhealth.org/,https://www.google.com/maps?cid=5575282571407485970,https://www.google.com/search?q=%22Rambam+Family+Health+Center%22+%221122+Chestnut+Ave%2C+Brooklyn%2C+NY+11230%22+dental,rambamfamilyhealth.org,official_site_and_exact_profile,,,,,
google:cid:9768454306702895582,131,NYC_NY_L,Dr. Omid Arastehmanesh,"5313 New Utrecht Ave, Brooklyn, NY 11219",business_listings,Medical clinic,+1718-435-3400,refuahfamilydental.com,https://refuahfamilydental.com/,https://www.google.com/maps?cid=9768454306702895582,https://www.google.com/search?q=%22Dr.+Omid+Arastehmanesh%22+%225313+New+Utrecht+Ave%2C+Brooklyn%2C+NY+11219%22+dental,refuahfamilydental.com,official_site_and_exact_profile,,,,,
google:cid:18267820865628352209,132,NYC_NY_L,"The Joseph P. Addabbo Family Health Center, Inc.","62-00 Beach Channel Dr, Arverne, NY 11692",business_listings,Medical Center,+1718-945-7150,www.addabbo.org,http://www.addabbo.org/,https://www.google.com/maps?cid=18267820865628352209,https://www.google.com/search?q=%22The+Joseph+P.+Addabbo+Family+Health+Center%2C+Inc.%22+%2262-00+Beach+Channel+Dr%2C+Arverne%2C+NY+11692%22+dental,www.addabbo.org,official_site_and_exact_profile,,,,,
google:cid:15502555001169980906,133,NYC_NY_L,Aquatic Rehabilitation Center,"1659 78th St, Brooklyn, NY 11214",business_listings,Rehabilitation center,+1718-234-1212,www.aquaticrehabilitation.com,http://www.aquaticrehabilitation.com/,https://www.google.com/maps?cid=15502555001169980906,https://www.google.com/search?q=%22Aquatic+Rehabilitation+Center%22+%221659+78th+St%2C+Brooklyn%2C+NY+11214%22+dental,www.aquaticrehabilitation.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Rehabilitation center, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=15502555001169980906,Codex-assisted exact-profile audit,2026-09-25
google:cid:15795670956715437029,134,NYC_NY_L,Aspire Health Solutions,"8 Davison Plaza, East Rockaway, NY 11518",business_listings,Home health care service,+1347-717-4117,www.aspirehs.com,https://www.aspirehs.com/,https://www.google.com/maps?cid=15795670956715437029,https://www.google.com/search?q=%22Aspire+Health+Solutions%22+%228+Davison+Plaza%2C+East+Rockaway%2C+NY+11518%22+dental,www.aspirehs.com,official_site_and_exact_profile,exclude_non_dentist_category,"Exact Google profile title and primary category identify Home health care service, not a patient-facing dental provider under the frozen study taxonomy.",https://www.google.com/maps?cid=15795670956715437029,Codex-assisted exact-profile audit,2026-09-25
