audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
110,eligibility_review_block:60c1ac06090022eb,2,direct_website_singleton,1,NYC_NY_L,www.csdentalny.com,google:cid:12561385290095799208,Dr. Oleg Zusin,"543A Hempstead Tpke # Nassau, 543 Hempstead Turnpike, West Hempstead, NY 11552",Medical clinic,https://www.csdentalny.com/meet-our-doctors,+1516-564-9444,https://www.google.com/maps?cid=12561385290095799208,https://www.google.com/search?q=site%3Awww.csdentalny.com+%22Dr.+Oleg+Zusin%22+dental+dentist+patients,https://www.google.com/search?q=%22Dr.+Oleg+Zusin%22+%22543A+Hempstead+Tpke+%23+Nassau%2C+543+Hempstead+Turnpike%2C+West+Hempstead%2C+NY+11552%22+%22%2B1516-564-9444%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
111,eligibility_review_block:98f404512480c445,2,direct_website_singleton,1,Buffalo_NY_L,www.curlyjanes.com,google:cid:7759169902728672012,CurlyJanes Crystal Rose,"21 Leroy Ave, Buffalo, NY 14214",Herbalist,http://www.curlyjanes.com/,,https://www.google.com/maps?cid=7759169902728672012,https://www.google.com/search?q=site%3Awww.curlyjanes.com+%22CurlyJanes+Crystal+Rose%22+dental+dentist+patients,https://www.google.com/search?q=%22CurlyJanes+Crystal+Rose%22+%2221+Leroy+Ave%2C+Buffalo%2C+NY+14214%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
112,eligibility_review_block:9fcc6059181e7067,2,direct_website_singleton,1,NYC_NY_L,www.damian.org,google:cid:18239375735290298326,Damian Family Health Center,"137-50 Jamaica Ave, Jamaica, NY 11435",Medical clinic,http://www.damian.org/,+1718-298-5100,https://www.google.com/maps?cid=18239375735290298326,https://www.google.com/search?q=site%3Awww.damian.org+%22Damian+Family+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Damian+Family+Health+Center%22+%22137-50+Jamaica+Ave%2C+Jamaica%2C+NY+11435%22+%22%2B1718-298-5100%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
113,eligibility_review_block:fa9ddc2c553e4104,2,direct_website_singleton,1,NYC_NY_L,www.devonshirehouse10th.com,google:cid:5452137540325187513,Devonshire House,"28 E 10th St, New York, NY 10003",Condominium complex,https://www.devonshirehouse10th.com/,+1212-254-2053,https://www.google.com/maps?cid=5452137540325187513,https://www.google.com/search?q=site%3Awww.devonshirehouse10th.com+%22Devonshire+House%22+dental+dentist+patients,https://www.google.com/search?q=%22Devonshire+House%22+%2228+E+10th+St%2C+New+York%2C+NY+10003%22+%22%2B1212-254-2053%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
114,eligibility_review_block:85379a70dc451991,2,direct_website_singleton,1,LA_CA_L,www.digestivecareconsultants.net,google:cid:13084037250118456891,Endoscopy Center At Skypark,"23441 Madison St, Torrance, CA 90505",Medical clinic,http://www.digestivecareconsultants.net/,+1310-375-6461,https://www.google.com/maps?cid=13084037250118456891,https://www.google.com/search?q=site%3Awww.digestivecareconsultants.net+%22Endoscopy+Center+At+Skypark%22+dental+dentist+patients,https://www.google.com/search?q=%22Endoscopy+Center+At+Skypark%22+%2223441+Madison+St%2C+Torrance%2C+CA+90505%22+%22%2B1310-375-6461%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
115,eligibility_review_block:cebc96216fba861c,2,direct_website_singleton,1,NYC_NY_L,www.downstate.edu,google:cid:7626899602233517191,Health Science Center At Brooklyn,"450 Clarkson Ave #30, Brooklyn, NY 11203",Medical clinic,http://www.downstate.edu/,+1718-270-1000,https://www.google.com/maps?cid=7626899602233517191,https://www.google.com/search?q=site%3Awww.downstate.edu+%22Health+Science+Center+At+Brooklyn%22+dental+dentist+patients,https://www.google.com/search?q=%22Health+Science+Center+At+Brooklyn%22+%22450+Clarkson+Ave+%2330%2C+Brooklyn%2C+NY+11203%22+%22%2B1718-270-1000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
116,eligibility_review_block:32f079af42304ab1,2,direct_website_singleton,1,Macon_GA_M,www.dublin.va.gov,google:cid:2683486518035905913,Macon VA Clinic,"5566 Thomaston Rd, Macon, GA 31220",Medical clinic,http://www.dublin.va.gov/,+1478-476-8868,https://www.google.com/maps?cid=2683486518035905913,https://www.google.com/search?q=site%3Awww.dublin.va.gov+%22Macon+VA+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Macon+VA+Clinic%22+%225566+Thomaston+Rd%2C+Macon%2C+GA+31220%22+%22%2B1478-476-8868%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
117,eligibility_review_block:d0e62ff8a53b9af5,2,direct_website_singleton,1,Buffalo_NY_L,www.ecmc.edu,google:cid:9379723610265778813,ECMC Center for Dental Care - Buffalo General Medical Center,"100 High St, Buffalo, NY 14203",Medical clinic,https://www.ecmc.edu/health-services-and-doctors/outpatient-specialty-clinics/dental-clinic/,+1716-859-4180,https://www.google.com/maps?cid=9379723610265778813,https://www.google.com/search?q=site%3Awww.ecmc.edu+%22ECMC+Center+for+Dental+Care+-+Buffalo+General+Medical+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22ECMC+Center+for+Dental+Care+-+Buffalo+General+Medical+Center%22+%22100+High+St%2C+Buffalo%2C+NY+14203%22+%22%2B1716-859-4180%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
118,eligibility_review_block:d930d9ac11ba2df1,2,direct_website_singleton,1,Buffalo_NY_L,www.ecmc.edu,google:cid:9656432255286679171,ECMC Health Campus,"462 Grider St, Buffalo, NY 14215",Medical Center,http://www.ecmc.edu/,+1716-898-3000,https://www.google.com/maps?cid=9656432255286679171,https://www.google.com/search?q=site%3Awww.ecmc.edu+%22ECMC+Health+Campus%22+dental+dentist+patients,https://www.google.com/search?q=%22ECMC+Health+Campus%22+%22462+Grider+St%2C+Buffalo%2C+NY+14215%22+%22%2B1716-898-3000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
119,eligibility_review_block:ce7d7c93692c2989,2,direct_website_singleton,1,LA_CA_L,www.elproyecto.us,google:cid:7614563752735245075,El Proyecto Del Barrio,"9140 Van Nuys Blvd, Panorama City, CA 91402",Medical clinic,https://www.elproyecto.us/,+1818-830-7181,https://www.google.com/maps?cid=7614563752735245075,https://www.google.com/search?q=site%3Awww.elproyecto.us+%22El+Proyecto+Del+Barrio%22+dental+dentist+patients,https://www.google.com/search?q=%22El+Proyecto+Del+Barrio%22+%229140+Van+Nuys+Blvd%2C+Panorama+City%2C+CA+91402%22+%22%2B1818-830-7181%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
120,eligibility_review_block:7ebf7025ccbbcdfd,2,direct_website_singleton,1,LA_CA_L,www.encinosleepandtmj.com,google:cid:16643914325503616698,Encino Center for Sleep and TMJ Disorders,"16500 Ventura Blvd #370, Encino, CA 91436",Sleep clinic,http://www.encinosleepandtmj.com/,+1818-300-0070,https://www.google.com/maps?cid=16643914325503616698,https://www.google.com/search?q=site%3Awww.encinosleepandtmj.com+%22Encino+Center+for+Sleep+and+TMJ+Disorders%22+dental+dentist+patients,https://www.google.com/search?q=%22Encino+Center+for+Sleep+and+TMJ+Disorders%22+%2216500+Ventura+Blvd+%23370%2C+Encino%2C+CA+91436%22+%22%2B1818-300-0070%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
121,eligibility_review_block:86ab1347f293960d,2,direct_website_singleton,1,SanFrancisco_CA_L,www.envoyhealth.io,google:cid:11372912843166958775,Envoy Health,"5432 Geary Blvd Unit 787, San Francisco, CA 94121",Health consultant,https://www.envoyhealth.io/,+1415-406-6339,https://www.google.com/maps?cid=11372912843166958775,https://www.google.com/search?q=site%3Awww.envoyhealth.io+%22Envoy+Health%22+dental+dentist+patients,https://www.google.com/search?q=%22Envoy+Health%22+%225432+Geary+Blvd+Unit+787%2C+San+Francisco%2C+CA+94121%22+%22%2B1415-406-6339%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
122,eligibility_review_block:7fbbaf9a644ab9be,2,direct_website_singleton,1,Augusta_GA_L,www.facebook.com,google:cid:14702604690810388273,Shifa Care Clinic,"3416 Middleton Dr, Augusta, GA 30907",Medical Center,https://www.facebook.com/shifacareclinic,+1706-513-0582,https://www.google.com/maps?cid=14702604690810388273,https://www.google.com/search?q=site%3Awww.facebook.com+%22Shifa+Care+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Shifa+Care+Clinic%22+%223416+Middleton+Dr%2C+Augusta%2C+GA+30907%22+%22%2B1706-513-0582%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
123,eligibility_review_block:30ec380e1ff1d19e,2,direct_website_singleton,1,SanFrancisco_CA_L,www.facialtherapystudio.com,google:cid:10983116578148769284,Facial Therapy Studio,"90 Gough St, San Francisco, CA 94102",Medical spa,https://www.facialtherapystudio.com/,+1415-706-7687,https://www.google.com/maps?cid=10983116578148769284,https://www.google.com/search?q=site%3Awww.facialtherapystudio.com+%22Facial+Therapy+Studio%22+dental+dentist+patients,https://www.google.com/search?q=%22Facial+Therapy+Studio%22+%2290+Gough+St%2C+San+Francisco%2C+CA+94102%22+%22%2B1415-706-7687%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
124,eligibility_review_block:662db022da9036d7,2,direct_website_singleton,1,Atlanta_GA_L,www.fcaoutdoors.com,google:cid:11970192833599671661,Fellowship For Christian,"2100 Riveredge Pkwy, Atlanta, GA 30328",Religious organization,http://www.fcaoutdoors.com/,+1770-955-1512,https://www.google.com/maps?cid=11970192833599671661,https://www.google.com/search?q=site%3Awww.fcaoutdoors.com+%22Fellowship+For+Christian%22+dental+dentist+patients,https://www.google.com/search?q=%22Fellowship+For+Christian%22+%222100+Riveredge+Pkwy%2C+Atlanta%2C+GA+30328%22+%22%2B1770-955-1512%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
125,eligibility_review_block:a9e4d4d3b293fb70,2,direct_website_singleton,1,Macon_GA_M,www.firstchoiceprimarycare.org,google:cid:15706617772192173359,First Choice Primary Care: Rountree Rhonda MD,"770 Walnut St # 7A, Macon, GA 31201",Registered general nurse,https://www.firstchoiceprimarycare.org/,+1478-787-4266,https://www.google.com/maps?cid=15706617772192173359,https://www.google.com/search?q=site%3Awww.firstchoiceprimarycare.org+%22First+Choice+Primary+Care%3A+Rountree+Rhonda+MD%22+dental+dentist+patients,https://www.google.com/search?q=%22First+Choice+Primary+Care%3A+Rountree+Rhonda+MD%22+%22770+Walnut+St+%23+7A%2C+Macon%2C+GA+31201%22+%22%2B1478-787-4266%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
126,eligibility_review_block:dc219af46be8e5b5,2,direct_website_singleton,1,NYC_NY_L,www.firstfamilycare.com,google:cid:3257959083374607564,First Family Care Medical and Dental,"701 Avenue U, Brooklyn, NY 11223",Medical clinic,http://www.firstfamilycare.com/,+1718-336-0100,https://www.google.com/maps?cid=3257959083374607564,https://www.google.com/search?q=site%3Awww.firstfamilycare.com+%22First+Family+Care+Medical+and+Dental%22+dental+dentist+patients,https://www.google.com/search?q=%22First+Family+Care+Medical+and+Dental%22+%22701+Avenue+U%2C+Brooklyn%2C+NY+11223%22+%22%2B1718-336-0100%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
127,eligibility_review_block:1fee17e85ea9f58c,2,direct_website_singleton,1,LA_CA_L,www.fofhealthcenter.org,google:cid:16173013667061739290,Friends of Family Health Center,"501 S Idaho St, La Habra, CA 90631",Medical clinic,http://www.fofhealthcenter.org/,+1562-690-0400,https://www.google.com/maps?cid=16173013667061739290,https://www.google.com/search?q=site%3Awww.fofhealthcenter.org+%22Friends+of+Family+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Friends+of+Family+Health+Center%22+%22501+S+Idaho+St%2C+La+Habra%2C+CA+90631%22+%22%2B1562-690-0400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
128,eligibility_review_block:c252d9495898d037,2,direct_website_singleton,1,Buffalo_NY_L,www.gr8look.com,google:cid:13718650259631278177,Aesthetic Associates Centre,"2500 Kensington Ave, Amherst, NY 14226",Plastic surgery clinic,https://www.gr8look.com/,+1716-839-1700,https://www.google.com/maps?cid=13718650259631278177,https://www.google.com/search?q=site%3Awww.gr8look.com+%22Aesthetic+Associates+Centre%22+dental+dentist+patients,https://www.google.com/search?q=%22Aesthetic+Associates+Centre%22+%222500+Kensington+Ave%2C+Amherst%2C+NY+14226%22+%22%2B1716-839-1700%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
129,eligibility_review_block:5bdcb863be4d6bd3,2,direct_website_singleton,1,Atlanta_GA_L,www.gradyhealth.org,google:cid:13898945642818331032,Grady Health System,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303",Hospital,https://www.gradyhealth.org/?utm_source=gmb&utm_medium=organic&utm_campaign=sitelink&utm_id=grady,+1404-616-1000,https://www.google.com/maps?cid=13898945642818331032,https://www.google.com/search?q=site%3Awww.gradyhealth.org+%22Grady+Health+System%22+dental+dentist+patients,https://www.google.com/search?q=%22Grady+Health+System%22+%2280+Jesse+Hill+Jr+Dr+SE%2C+Atlanta%2C+GA+30303%22+%22%2B1404-616-1000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
130,eligibility_review_block:91500f742546c595,2,direct_website_singleton,1,Atlanta_GA_L,www.gradyhealth.org,google:cid:14051362357773369561,Ponce De Leon Center,"341 Ponce De Leon Ave NE, Atlanta, GA 30308",STD clinic,https://www.gradyhealth.org/locations/ponce-de-leon-center/?utm_source=gmb&utm_medium=organic&utm_campaign=sitelink&utm_id=ponce,+1404-616-2440,https://www.google.com/maps?cid=14051362357773369561,https://www.google.com/search?q=site%3Awww.gradyhealth.org+%22Ponce+De+Leon+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Ponce+De+Leon+Center%22+%22341+Ponce+De+Leon+Ave+NE%2C+Atlanta%2C+GA+30308%22+%22%2B1404-616-2440%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
131,eligibility_review_block:e30d818ea0c7d7d5,2,direct_website_singleton,1,NYC_NY_L,www.halberstadtortho.com,google:cid:15971631033806517776,Geoffrey Halberstadt,"364 Merrick Rd, Rockville Centre, NY 11570",Medical clinic,https://www.halberstadtortho.com/,+1516-594-9510,https://www.google.com/maps?cid=15971631033806517776,https://www.google.com/search?q=site%3Awww.halberstadtortho.com+%22Geoffrey+Halberstadt%22+dental+dentist+patients,https://www.google.com/search?q=%22Geoffrey+Halberstadt%22+%22364+Merrick+Rd%2C+Rockville+Centre%2C+NY+11570%22+%22%2B1516-594-9510%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
132,eligibility_review_block:375ea063c5ac25d7,2,direct_website_singleton,1,NYC_NY_L,www.harlemunited.org,google:cid:1233923132299180747,Harlem United's The Nest Community Health Center,"169 W 133rd St, New York, NY 10030",Community health center,http://www.harlemunited.org/,+1844-464-2753,https://www.google.com/maps?cid=1233923132299180747,https://www.google.com/search?q=site%3Awww.harlemunited.org+%22Harlem+United%27s+The+Nest+Community+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Harlem+United%27s+The+Nest+Community+Health+Center%22+%22169+W+133rd+St%2C+New+York%2C+NY+10030%22+%22%2B1844-464-2753%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
133,eligibility_review_block:8e804d2e1514eb69,2,direct_website_singleton,1,Buffalo_NY_L,www.harvesthousebuffalo.org,google:cid:2431502444806696710,Good Neighbors Health Care,"175 Jefferson Ave, Buffalo, NY 14210",Medical clinic,https://www.harvesthousebuffalo.org/good-neighbors-health-care,+1716-856-2400,https://www.google.com/maps?cid=2431502444806696710,https://www.google.com/search?q=site%3Awww.harvesthousebuffalo.org+%22Good+Neighbors+Health+Care%22+dental+dentist+patients,https://www.google.com/search?q=%22Good+Neighbors+Health+Care%22+%22175+Jefferson+Ave%2C+Buffalo%2C+NY+14210%22+%22%2B1716-856-2400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
134,eligibility_review_block:5fd1c17645389daa,2,direct_website_singleton,1,SanFrancisco_CA_L,www.healthright360.org,google:cid:7955568972727550025,HealthRIGHT 360,"1563 Mission St, San Francisco, CA 94103",Addiction treatment center,http://www.healthright360.org/,+1415-762-3700,https://www.google.com/maps?cid=7955568972727550025,https://www.google.com/search?q=site%3Awww.healthright360.org+%22HealthRIGHT+360%22+dental+dentist+patients,https://www.google.com/search?q=%22HealthRIGHT+360%22+%221563+Mission+St%2C+San+Francisco%2C+CA+94103%22+%22%2B1415-762-3700%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
135,eligibility_review_block:9d5ca6e1f78928ea,2,direct_website_singleton,1,LA_CA_L,www.interdent.com,google:cid:7646798875731967891,"InterDent, Inc.","2260 E Imperial Hwy, El Segundo, CA 90245",Business to business service,https://www.interdent.com/,+1310-765-2400,https://www.google.com/maps?cid=7646798875731967891,https://www.google.com/search?q=site%3Awww.interdent.com+%22InterDent%2C+Inc.%22+dental+dentist+patients,https://www.google.com/search?q=%22InterDent%2C+Inc.%22+%222260+E+Imperial+Hwy%2C+El+Segundo%2C+CA+90245%22+%22%2B1310-765-2400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
136,eligibility_review_block:529daee86191b13c,2,direct_website_singleton,1,LA_CA_L,www.jawsurgerylosangeles.com,google:cid:12486001094639181232,Jaw Surgery Los Angeles,"2811 Wilshire Blvd Suite 940B, Santa Monica, CA 90403",Plastic surgery clinic,https://www.jawsurgerylosangeles.com/?y_source=1_MTY5Njc1NzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1310-857-2088,https://www.google.com/maps?cid=12486001094639181232,https://www.google.com/search?q=site%3Awww.jawsurgerylosangeles.com+%22Jaw+Surgery+Los+Angeles%22+dental+dentist+patients,https://www.google.com/search?q=%22Jaw+Surgery+Los+Angeles%22+%222811+Wilshire+Blvd+Suite+940B%2C+Santa+Monica%2C+CA+90403%22+%22%2B1310-857-2088%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
137,eligibility_review_block:8941a678d1b3e684,2,direct_website_singleton,1,Buffalo_NY_L,www.jrchc.org,google:cid:6809714559291597152,Jericho Road Community Health Center at Buffalo City Mission,"100 E Tupper St, Buffalo, NY 14203",Community health center,http://www.jrchc.org/,+1716-919-6870,https://www.google.com/maps?cid=6809714559291597152,https://www.google.com/search?q=site%3Awww.jrchc.org+%22Jericho+Road+Community+Health+Center+at+Buffalo+City+Mission%22+dental+dentist+patients,https://www.google.com/search?q=%22Jericho+Road+Community+Health+Center+at+Buffalo+City+Mission%22+%22100+E+Tupper+St%2C+Buffalo%2C+NY+14203%22+%22%2B1716-919-6870%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
138,eligibility_review_block:deaaf2fef2a1628f,2,direct_website_singleton,1,LA_CA_L,www.k9loft.com,google:cid:15738244679380707742,K9 LOFT,"2170 Sunset Blvd, Los Angeles, CA 90026",Pet boarding service,http://www.k9loft.com/,+1213-484-6006,https://www.google.com/maps?cid=15738244679380707742,https://www.google.com/search?q=site%3Awww.k9loft.com+%22K9+LOFT%22+dental+dentist+patients,https://www.google.com/search?q=%22K9+LOFT%22+%222170+Sunset+Blvd%2C+Los+Angeles%2C+CA+90026%22+%22%2B1213-484-6006%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
139,eligibility_review_block:36286df988a212c2,2,direct_website_singleton,1,LA_CA_L,www.k9loft.com,google:cid:6628421155979957422,K9 Loft,"14257 Ventura Blvd, Sherman Oaks, CA 91423",Pet groomer,http://www.k9loft.com/,+1818-905-6006,https://www.google.com/maps?cid=6628421155979957422,https://www.google.com/search?q=site%3Awww.k9loft.com+%22K9+Loft%22+dental+dentist+patients,https://www.google.com/search?q=%22K9+Loft%22+%2214257+Ventura+Blvd%2C+Sherman+Oaks%2C+CA+91423%22+%22%2B1818-905-6006%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
140,eligibility_review_block:c4e461a591802370,2,direct_website_singleton,1,LA_CA_L,www.k9loft.com,google:cid:8520393266508949767,K9 Loft,"450 S Arroyo Pkwy, Pasadena, CA 91105",Kennel,http://www.k9loft.com/,+1626-795-6060,https://www.google.com/maps?cid=8520393266508949767,https://www.google.com/search?q=site%3Awww.k9loft.com+%22K9+Loft%22+dental+dentist+patients,https://www.google.com/search?q=%22K9+Loft%22+%22450+S+Arroyo+Pkwy%2C+Pasadena%2C+CA+91105%22+%22%2B1626-795-6060%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
141,eligibility_review_block:84d5cfec82085514,2,direct_website_singleton,1,LA_CA_L,www.kcsinc.org,google:cid:6196496635137087288,KCS Health Center - Orangethorpe,"7212 Orangethorpe Ave #9a, Buena Park, CA 90621",Medical clinic,https://www.kcsinc.org/,+1714-503-6550,https://www.google.com/maps?cid=6196496635137087288,https://www.google.com/search?q=site%3Awww.kcsinc.org+%22KCS+Health+Center+-+Orangethorpe%22+dental+dentist+patients,https://www.google.com/search?q=%22KCS+Health+Center+-+Orangethorpe%22+%227212+Orangethorpe+Ave+%239a%2C+Buena+Park%2C+CA+90621%22+%22%2B1714-503-6550%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
142,eligibility_review_block:92d8a1d1ce5ca255,2,direct_website_singleton,1,LA_CA_L,www.lakheir.org,google:cid:8154161051919693340,Kheir Clinic Suite 120,"3255 Wilshire Blvd, Los Angeles, CA 90010",Medical clinic,http://www.lakheir.org/,+1213-235-2500,https://www.google.com/maps?cid=8154161051919693340,https://www.google.com/search?q=site%3Awww.lakheir.org+%22Kheir+Clinic+Suite+120%22+dental+dentist+patients,https://www.google.com/search?q=%22Kheir+Clinic+Suite+120%22+%223255+Wilshire+Blvd%2C+Los+Angeles%2C+CA+90010%22+%22%2B1213-235-2500%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
143,eligibility_review_block:11d466aedcb2403d,2,direct_website_singleton,1,SanFrancisco_CA_L,www.losportalesmd.com,google:cid:12517242987390427288,Los Portales Medical and Dental Center,"2480 Mission St, San Francisco, CA 94110",Medical Center,https://www.losportalesmd.com/,,https://www.google.com/maps?cid=12517242987390427288,https://www.google.com/search?q=site%3Awww.losportalesmd.com+%22Los+Portales+Medical+and+Dental+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Los+Portales+Medical+and+Dental+Center%22+%222480+Mission+St%2C+San+Francisco%2C+CA+94110%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
144,eligibility_review_block:c455c41a26e4db76,2,direct_website_singleton,1,FortBragg_CA_S,www.lynetteklineod.com,google:cid:3097706296214713699,"Lynette Kline, OD","510 Cypress St # A, Fort Bragg, CA 95437",Optometrist,http://www.lynetteklineod.com/,+1707-961-1037,https://www.google.com/maps?cid=3097706296214713699,https://www.google.com/search?q=site%3Awww.lynetteklineod.com+%22Lynette+Kline%2C+OD%22+dental+dentist+patients,https://www.google.com/search?q=%22Lynette+Kline%2C+OD%22+%22510+Cypress+St+%23+A%2C+Fort+Bragg%2C+CA+95437%22+%22%2B1707-961-1037%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
145,eligibility_review_block:791b53455ab73cba,2,direct_website_singleton,1,Macon_GA_M,www.maconvolunteerclinic.org,google:cid:4599951736689123327,Macon Volunteer Clinic,"770 Walnut St, Macon, GA 31201",Medical clinic,http://www.maconvolunteerclinic.org/,+1478-755-1110,https://www.google.com/maps?cid=4599951736689123327,https://www.google.com/search?q=site%3Awww.maconvolunteerclinic.org+%22Macon+Volunteer+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Macon+Volunteer+Clinic%22+%22770+Walnut+St%2C+Macon%2C+GA+31201%22+%22%2B1478-755-1110%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
146,eligibility_review_block:7267602f470246f5,2,direct_website_singleton,1,NYC_NY_L,www.manhattanaudiology.com,google:cid:12316060239770702726,Queens Audiology PLLC,"150-12 14th Ave, Whitestone, NY 11357",Medical clinic,https://www.manhattanaudiology.com/,+1718-279-4327,https://www.google.com/maps?cid=12316060239770702726,https://www.google.com/search?q=site%3Awww.manhattanaudiology.com+%22Queens+Audiology+PLLC%22+dental+dentist+patients,https://www.google.com/search?q=%22Queens+Audiology+PLLC%22+%22150-12+14th+Ave%2C+Whitestone%2C+NY+11357%22+%22%2B1718-279-4327%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
147,eligibility_review_block:c4c3768b075529ec,2,direct_website_singleton,1,NYC_NY_L,www.marvabuttersdpm.com,google:cid:18302922146132025269,Sterling Podiatric PC,"1250 E 223rd St, Bronx, NY 10466",Medical clinic,http://www.marvabuttersdpm.com/,+1347-602-5881,https://www.google.com/maps?cid=18302922146132025269,https://www.google.com/search?q=site%3Awww.marvabuttersdpm.com+%22Sterling+Podiatric+PC%22+dental+dentist+patients,https://www.google.com/search?q=%22Sterling+Podiatric+PC%22+%221250+E+223rd+St%2C+Bronx%2C+NY+10466%22+%22%2B1347-602-5881%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
148,eligibility_review_block:8f83604a46ab74d8,2,direct_website_singleton,1,LA_CA_L,www.mccn.org,google:cid:2840277457789965236,"Mission City Community Network, Inc - North Hills","15206 Parthenia St, North Hills, CA 91343",Medical clinic,http://www.mccn.org/,+1818-895-3100,https://www.google.com/maps?cid=2840277457789965236,https://www.google.com/search?q=site%3Awww.mccn.org+%22Mission+City+Community+Network%2C+Inc+-+North+Hills%22+dental+dentist+patients,https://www.google.com/search?q=%22Mission+City+Community+Network%2C+Inc+-+North+Hills%22+%2215206+Parthenia+St%2C+North+Hills%2C+CA+91343%22+%22%2B1818-895-3100%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
