profile_audit_sequence,decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied,source_phone,source_domain,source_website_url,source_votes_count,source_latitude,source_longitude,verified_decision_applied,direct_profile_evidence_url,existing_evidence_route,normalized_source_domain,review_block_id,review_block_basis,row_review_note,audit_unit_profile_count,evidence_route,audit_priority,profile_search_query,profile_search_url,official_site_search_query,official_site_search_url,audit_rule
125,profile:NYC_NY_L:google:cid:5427215135935540092,NYC_NY_L,google:cid:5427215135935540092,Charles B. Wang Community Health Center,"131-72 40th Rd 4th Floor, Flushing, NY 11354",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:b070ffeb7e138d00,manual_review,Medical Center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-587-1111,www.cbwchc.org,https://www.cbwchc.org/,1060.0,40.7568563,-73.8343531,False,https://www.google.com/maps?cid=5427215135935540092,website_then_google_profile,www.cbwchc.org,eligibility_review_block:879034564dc36aae,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Charles B. Wang Community Health Center"" ""131-72 40th Rd 4th Floor, Flushing, NY 11354"" ""+1718-587-1111"" dentist dental patients",https://www.google.com/search?q=%22Charles+B.+Wang+Community+Health+Center%22+%22131-72+40th+Rd+4th+Floor%2C+Flushing%2C+NY+11354%22+%22%2B1718-587-1111%22+dentist+dental+patients,"site:www.cbwchc.org ""Charles B. Wang Community Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.cbwchc.org+%22Charles+B.+Wang+Community+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
126,profile:NYC_NY_L:google:cid:7617309210467543931,NYC_NY_L,google:cid:7617309210467543931,"Antonia Sarris, LCSW","25 Chapel St, Brooklyn, NY 11201",business_listings,Social services organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:62fd405f34bcf5e4,unknown,,Social services organization,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-398-0153,www.ccbq.org,http://www.ccbq.org/,1.0,40.6974582,-73.9860496,False,https://www.google.com/maps?cid=7617309210467543931,website_then_google_profile,www.ccbq.org,eligibility_review_block:9aa85c1c3f27d980,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Antonia Sarris, LCSW"" ""25 Chapel St, Brooklyn, NY 11201"" ""+1718-398-0153"" dentist dental patients",https://www.google.com/search?q=%22Antonia+Sarris%2C+LCSW%22+%2225+Chapel+St%2C+Brooklyn%2C+NY+11201%22+%22%2B1718-398-0153%22+dentist+dental+patients,"site:www.ccbq.org ""Antonia Sarris, LCSW"" dental dentist patients",https://www.google.com/search?q=site%3Awww.ccbq.org+%22Antonia+Sarris%2C+LCSW%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
127,profile:Augusta_GA_L:google:cid:15876635400132913439,Augusta_GA_L,google:cid:15876635400132913439,Christ Community Health Peach Orchard,"2604 Peach Orchard Rd #200, Augusta, GA 30906",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-396-1493,www.cchsaugusta.org,https://www.cchsaugusta.org/,26.0,33.4250602,-82.0178985,False,https://www.google.com/maps?cid=15876635400132913439,website_then_google_profile,www.cchsaugusta.org,eligibility_review_block:15a90604db2d1ce1,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Christ Community Health Peach Orchard"" ""2604 Peach Orchard Rd #200, Augusta, GA 30906"" ""+1706-396-1493"" dentist dental patients",https://www.google.com/search?q=%22Christ+Community+Health+Peach+Orchard%22+%222604+Peach+Orchard+Rd+%23200%2C+Augusta%2C+GA+30906%22+%22%2B1706-396-1493%22+dentist+dental+patients,"site:www.cchsaugusta.org ""Christ Community Health Peach Orchard"" dental dentist patients",https://www.google.com/search?q=site%3Awww.cchsaugusta.org+%22Christ+Community+Health+Peach+Orchard%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
128,profile:LA_CA_L:google:cid:10073033236181205716,LA_CA_L,google:cid:10073033236181205716,"Ardeshir Soroushyari, M.D.","5411 Etiwanda Ave #200, Tarzana, CA 91356",business_listings,Internist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:190ff23a6596779d,unknown,,Internist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1818-996-5700,www.cedars-sinai.org,https://www.cedars-sinai.org/provider/ardeshir-soroushyari-2644702.html,16.0,34.1692466,-118.5313568,False,https://www.google.com/maps?cid=10073033236181205716,website_then_google_profile,www.cedars-sinai.org,eligibility_review_block:009142746158e259,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Ardeshir Soroushyari, M.D."" ""5411 Etiwanda Ave #200, Tarzana, CA 91356"" ""+1818-996-5700"" dentist dental patients",https://www.google.com/search?q=%22Ardeshir+Soroushyari%2C+M.D.%22+%225411+Etiwanda+Ave+%23200%2C+Tarzana%2C+CA+91356%22+%22%2B1818-996-5700%22+dentist+dental+patients,"site:www.cedars-sinai.org ""Ardeshir Soroushyari, M.D."" dental dentist patients",https://www.google.com/search?q=site%3Awww.cedars-sinai.org+%22Ardeshir+Soroushyari%2C+M.D.%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
129,profile:LA_CA_L:google:cid:6614151412022945732,LA_CA_L,google:cid:6614151412022945732,Central City Community Health Center,"5970 S Central Ave, Los Angeles, CA 90001",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-234-3280,www.centralcityhealth.org,http://www.centralcityhealth.org/,82.0,33.9855537,-118.2561492,False,https://www.google.com/maps?cid=6614151412022945732,website_then_google_profile,www.centralcityhealth.org,eligibility_review_block:40f74497665d3559,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Central City Community Health Center"" ""5970 S Central Ave, Los Angeles, CA 90001"" ""+1323-234-3280"" dentist dental patients",https://www.google.com/search?q=%22Central+City+Community+Health+Center%22+%225970+S+Central+Ave%2C+Los+Angeles%2C+CA+90001%22+%22%2B1323-234-3280%22+dentist+dental+patients,"site:www.centralcityhealth.org ""Central City Community Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.centralcityhealth.org+%22Central+City+Community+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
130,profile:NYC_NY_L:google:cid:3675758136041550130,NYC_NY_L,google:cid:3675758136041550130,"Century Medical & Dental Center | Brooklyn, Downtown","200 Livingston St, Brooklyn, NY 11201",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,dental,medical,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-522-3399,www.centurymedicaldental.com,https://www.centurymedicaldental.com/downtown-brooklyn-ny-11201/,1511.0,40.68967,-73.98645239999999,False,https://www.google.com/maps?cid=3675758136041550130,website_then_google_profile,www.centurymedicaldental.com,eligibility_review_block:cec2152add9f9036,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Century Medical & Dental Center | Brooklyn, Downtown"" ""200 Livingston St, Brooklyn, NY 11201"" ""+1718-522-3399"" dentist dental patients",https://www.google.com/search?q=%22Century+Medical+%26+Dental+Center+%7C+Brooklyn%2C+Downtown%22+%22200+Livingston+St%2C+Brooklyn%2C+NY+11201%22+%22%2B1718-522-3399%22+dentist+dental+patients,"site:www.centurymedicaldental.com ""Century Medical & Dental Center | Brooklyn, Downtown"" dental dentist patients",https://www.google.com/search?q=site%3Awww.centurymedicaldental.com+%22Century+Medical+%26+Dental+Center+%7C+Brooklyn%2C+Downtown%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
131,profile:NYC_NY_L:google:cid:14802067086695398071,NYC_NY_L,google:cid:14802067086695398071,Children's Aid - Dunlevy Milbank Center,"14-32 W 118th St, New York, NY 10026",business_listings,Non-profit organization,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:284d9dbfa1c169a1,unknown,,Non-profit organization,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-996-1716,www.childrensaidnyc.org,http://www.childrensaidnyc.org/programs/location/dunlevy-milbank-center,141.0,40.8023203,-73.9469254,False,https://www.google.com/maps?cid=14802067086695398071,website_then_google_profile,www.childrensaidnyc.org,eligibility_review_block:5fff7d16e629eefe,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Children's Aid - Dunlevy Milbank Center"" ""14-32 W 118th St, New York, NY 10026"" ""+1212-996-1716"" dentist dental patients",https://www.google.com/search?q=%22Children%27s+Aid+-+Dunlevy+Milbank+Center%22+%2214-32+W+118th+St%2C+New+York%2C+NY+10026%22+%22%2B1212-996-1716%22+dentist+dental+patients,"site:www.childrensaidnyc.org ""Children's Aid - Dunlevy Milbank Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.childrensaidnyc.org+%22Children%27s+Aid+-+Dunlevy+Milbank+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
132,profile:NYC_NY_L:google:cid:5545151789808744503,NYC_NY_L,google:cid:5545151789808744503,Children's Aid: Bronx Health Center,"910 E 172nd St, Bronx, NY 10460",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:b070ffeb7e138d00,manual_review,Medical Center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1347-767-2200,www.childrensaidnyc.org,http://www.childrensaidnyc.org/health,27.0,40.834085,-73.8901497,False,https://www.google.com/maps?cid=5545151789808744503,website_then_google_profile,www.childrensaidnyc.org,eligibility_review_block:a84adfff126af993,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Children's Aid: Bronx Health Center"" ""910 E 172nd St, Bronx, NY 10460"" ""+1347-767-2200"" dentist dental patients",https://www.google.com/search?q=%22Children%27s+Aid%3A+Bronx+Health+Center%22+%22910+E+172nd+St%2C+Bronx%2C+NY+10460%22+%22%2B1347-767-2200%22+dentist+dental+patients,"site:www.childrensaidnyc.org ""Children's Aid: Bronx Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.childrensaidnyc.org+%22Children%27s+Aid%3A+Bronx+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
133,profile:NYC_NY_L:google:cid:7797290965946195780,NYC_NY_L,google:cid:7797290965946195780,Community Healthcare Network – Lower East Side / Catherine M. Abate,"255 E Houston St, New York, NY 10002",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-477-1120,www.chnnyc.org,https://www.chnnyc.org/lower-east-side-center/,81.0,40.7216329,-73.9849528,False,https://www.google.com/maps?cid=7797290965946195780,website_then_google_profile,www.chnnyc.org,eligibility_review_block:3cd0713d348a59b1,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Community Healthcare Network – Lower East Side / Catherine M. Abate"" ""255 E Houston St, New York, NY 10002"" ""+1212-477-1120"" dentist dental patients",https://www.google.com/search?q=%22Community+Healthcare+Network+%E2%80%93+Lower+East+Side+%2F+Catherine+M.+Abate%22+%22255+E+Houston+St%2C+New+York%2C+NY+10002%22+%22%2B1212-477-1120%22+dentist+dental+patients,"site:www.chnnyc.org ""Community Healthcare Network – Lower East Side / Catherine M. Abate"" dental dentist patients",https://www.google.com/search?q=site%3Awww.chnnyc.org+%22Community+Healthcare+Network+%E2%80%93+Lower+East+Side+%2F+Catherine+M.+Abate%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
134,profile:LA_CA_L:google:cid:7778619330488409355,LA_CA_L,google:cid:7778619330488409355,Clinicas Newbury Park Health Center,"1000 Newbury Rd Ste 150, Newbury Park, CA 91320",business_listings,Community health center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:75eedbc19c8622b7,manual_review,Community health center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1805-498-3640,www.clinicas.org,https://www.clinicas.org/content/newbury-park,374.0,34.1825181,-118.9048282,False,https://www.google.com/maps?cid=7778619330488409355,website_then_google_profile,www.clinicas.org,eligibility_review_block:92585a739ae9d706,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Clinicas Newbury Park Health Center"" ""1000 Newbury Rd Ste 150, Newbury Park, CA 91320"" ""+1805-498-3640"" dentist dental patients",https://www.google.com/search?q=%22Clinicas+Newbury+Park+Health+Center%22+%221000+Newbury+Rd+Ste+150%2C+Newbury+Park%2C+CA+91320%22+%22%2B1805-498-3640%22+dentist+dental+patients,"site:www.clinicas.org ""Clinicas Newbury Park Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.clinicas.org+%22Clinicas+Newbury+Park+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
135,profile:SanFrancisco_CA_L:google:cid:14237711967666725015,SanFrancisco_CA_L,google:cid:14237711967666725015,Clinic by the Bay,"35 Onondaga Ave, San Francisco, CA 94112",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-405-0222,www.clinicbythebay.org,http://www.clinicbythebay.org/,21.0,37.7213306,-122.4383634,False,https://www.google.com/maps?cid=14237711967666725015,website_then_google_profile,www.clinicbythebay.org,eligibility_review_block:1877864899329051,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Clinic by the Bay"" ""35 Onondaga Ave, San Francisco, CA 94112"" ""+1415-405-0222"" dentist dental patients",https://www.google.com/search?q=%22Clinic+by+the+Bay%22+%2235+Onondaga+Ave%2C+San+Francisco%2C+CA+94112%22+%22%2B1415-405-0222%22+dentist+dental+patients,"site:www.clinicbythebay.org ""Clinic by the Bay"" dental dentist patients",https://www.google.com/search?q=site%3Awww.clinicbythebay.org+%22Clinic+by+the+Bay%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
136,profile:NYC_NY_L:google:cid:7171405538689679713,NYC_NY_L,google:cid:7171405538689679713,Coffee and Consulting LLC,"1633 E 15th St, Brooklyn, NY 11229",business_listings,Bookkeeping service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ed06ca914eca5a5b,unknown,,Bookkeeping service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1401-236-7286,www.coffeeandconsultingllc.com,https://www.coffeeandconsultingllc.com/,,40.6095655,-73.9582197,False,https://www.google.com/maps?cid=7171405538689679713,website_then_google_profile,www.coffeeandconsultingllc.com,eligibility_review_block:01175930470c0fab,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Coffee and Consulting LLC"" ""1633 E 15th St, Brooklyn, NY 11229"" ""+1401-236-7286"" dentist dental patients",https://www.google.com/search?q=%22Coffee+and+Consulting+LLC%22+%221633+E+15th+St%2C+Brooklyn%2C+NY+11229%22+%22%2B1401-236-7286%22+dentist+dental+patients,"site:www.coffeeandconsultingllc.com ""Coffee and Consulting LLC"" dental dentist patients",https://www.google.com/search?q=site%3Awww.coffeeandconsultingllc.com+%22Coffee+and+Consulting+LLC%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
137,profile:NYC_NY_L:google:cid:12688400926869408311,NYC_NY_L,google:cid:12688400926869408311,ColumbiaDoctors - Midtown,"51 W 51st St, New York, NY 10019",business_listings,Medical Center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:b070ffeb7e138d00,manual_review,Medical Center: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-326-8500,www.columbiadoctors.org,https://www.columbiadoctors.org/locations/columbiadoctors-midtown?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,133.0,40.7603402,-73.97906019999999,False,https://www.google.com/maps?cid=12688400926869408311,website_then_google_profile,www.columbiadoctors.org,eligibility_review_block:693a1df2c176f4ed,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""ColumbiaDoctors - Midtown"" ""51 W 51st St, New York, NY 10019"" ""+1212-326-8500"" dentist dental patients",https://www.google.com/search?q=%22ColumbiaDoctors+-+Midtown%22+%2251+W+51st+St%2C+New+York%2C+NY+10019%22+%22%2B1212-326-8500%22+dentist+dental+patients,"site:www.columbiadoctors.org ""ColumbiaDoctors - Midtown"" dental dentist patients",https://www.google.com/search?q=site%3Awww.columbiadoctors.org+%22ColumbiaDoctors+-+Midtown%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
138,profile:LA_CA_L:google:cid:16938644178152517497,LA_CA_L,google:cid:16938644178152517497,Chinatown Service Center,"767 N Hill St, Los Angeles, CA 90012",maps_core,Health,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:996c37683b16ba16,unknown,,Health,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1213-808-1792,www.cscla.org,https://www.cscla.org/,343.0,34.0626606,-118.2400077,False,https://www.google.com/maps?cid=16938644178152517497,website_then_google_profile,www.cscla.org,eligibility_review_block:e2652efb5e169a07,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Chinatown Service Center"" ""767 N Hill St, Los Angeles, CA 90012"" ""+1213-808-1792"" dentist dental patients",https://www.google.com/search?q=%22Chinatown+Service+Center%22+%22767+N+Hill+St%2C+Los+Angeles%2C+CA+90012%22+%22%2B1213-808-1792%22+dentist+dental+patients,"site:www.cscla.org ""Chinatown Service Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.cscla.org+%22Chinatown+Service+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
139,profile:NYC_NY_L:google:cid:12561385290095799208,NYC_NY_L,google:cid:12561385290095799208,Dr. Oleg Zusin,"543A Hempstead Tpke # Nassau, 543 Hempstead Turnpike, West Hempstead, NY 11552",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1516-564-9444,www.csdentalny.com,https://www.csdentalny.com/meet-our-doctors,,40.7058734,-73.6596946,False,https://www.google.com/maps?cid=12561385290095799208,website_then_google_profile,www.csdentalny.com,eligibility_review_block:60c1ac06090022eb,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Dr. Oleg Zusin"" ""543A Hempstead Tpke # Nassau, 543 Hempstead Turnpike, West Hempstead, NY 11552"" ""+1516-564-9444"" dentist dental patients",https://www.google.com/search?q=%22Dr.+Oleg+Zusin%22+%22543A+Hempstead+Tpke+%23+Nassau%2C+543+Hempstead+Turnpike%2C+West+Hempstead%2C+NY+11552%22+%22%2B1516-564-9444%22+dentist+dental+patients,"site:www.csdentalny.com ""Dr. Oleg Zusin"" dental dentist patients",https://www.google.com/search?q=site%3Awww.csdentalny.com+%22Dr.+Oleg+Zusin%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
140,profile:Buffalo_NY_L:google:cid:7759169902728672012,Buffalo_NY_L,google:cid:7759169902728672012,CurlyJanes Crystal Rose,"21 Leroy Ave, Buffalo, NY 14214",business_listings,Herbalist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:4ba8b77a4528c354,unknown,,Herbalist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,,www.curlyjanes.com,http://www.curlyjanes.com/,13.0,42.93266,-78.8448779,False,https://www.google.com/maps?cid=7759169902728672012,website_then_google_profile,www.curlyjanes.com,eligibility_review_block:98f404512480c445,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""CurlyJanes Crystal Rose"" ""21 Leroy Ave, Buffalo, NY 14214"" dentist dental patients",https://www.google.com/search?q=%22CurlyJanes+Crystal+Rose%22+%2221+Leroy+Ave%2C+Buffalo%2C+NY+14214%22+dentist+dental+patients,"site:www.curlyjanes.com ""CurlyJanes Crystal Rose"" dental dentist patients",https://www.google.com/search?q=site%3Awww.curlyjanes.com+%22CurlyJanes+Crystal+Rose%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
141,profile:NYC_NY_L:google:cid:18239375735290298326,NYC_NY_L,google:cid:18239375735290298326,Damian Family Health Center,"137-50 Jamaica Ave, Jamaica, NY 11435",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-298-5100,www.damian.org,http://www.damian.org/,55.0,40.7022025,-73.8150472,False,https://www.google.com/maps?cid=18239375735290298326,website_then_google_profile,www.damian.org,eligibility_review_block:9fcc6059181e7067,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Damian Family Health Center"" ""137-50 Jamaica Ave, Jamaica, NY 11435"" ""+1718-298-5100"" dentist dental patients",https://www.google.com/search?q=%22Damian+Family+Health+Center%22+%22137-50+Jamaica+Ave%2C+Jamaica%2C+NY+11435%22+%22%2B1718-298-5100%22+dentist+dental+patients,"site:www.damian.org ""Damian Family Health Center"" dental dentist patients",https://www.google.com/search?q=site%3Awww.damian.org+%22Damian+Family+Health+Center%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
142,profile:NYC_NY_L:google:cid:5452137540325187513,NYC_NY_L,google:cid:5452137540325187513,Devonshire House,"28 E 10th St, New York, NY 10003",business_listings,Condominium complex,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:690588d673aff3e0,unknown,,Condominium complex,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-254-2053,www.devonshirehouse10th.com,https://www.devonshirehouse10th.com/,11.0,40.7324394,-73.9935611,False,https://www.google.com/maps?cid=5452137540325187513,website_then_google_profile,www.devonshirehouse10th.com,eligibility_review_block:fa9ddc2c553e4104,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Devonshire House"" ""28 E 10th St, New York, NY 10003"" ""+1212-254-2053"" dentist dental patients",https://www.google.com/search?q=%22Devonshire+House%22+%2228+E+10th+St%2C+New+York%2C+NY+10003%22+%22%2B1212-254-2053%22+dentist+dental+patients,"site:www.devonshirehouse10th.com ""Devonshire House"" dental dentist patients",https://www.google.com/search?q=site%3Awww.devonshirehouse10th.com+%22Devonshire+House%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
143,profile:LA_CA_L:google:cid:13084037250118456891,LA_CA_L,google:cid:13084037250118456891,Endoscopy Center At Skypark,"23441 Madison St, Torrance, CA 90505",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1310-375-6461,www.digestivecareconsultants.net,http://www.digestivecareconsultants.net/,31.0,33.8124885,-118.3487014,False,https://www.google.com/maps?cid=13084037250118456891,website_then_google_profile,www.digestivecareconsultants.net,eligibility_review_block:85379a70dc451991,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review.",1,direct_website_singleton,2,"""Endoscopy Center At Skypark"" ""23441 Madison St, Torrance, CA 90505"" ""+1310-375-6461"" dentist dental patients",https://www.google.com/search?q=%22Endoscopy+Center+At+Skypark%22+%2223441+Madison+St%2C+Torrance%2C+CA+90505%22+%22%2B1310-375-6461%22+dentist+dental+patients,"site:www.digestivecareconsultants.net ""Endoscopy Center At Skypark"" dental dentist patients",https://www.google.com/search?q=site%3Awww.digestivecareconsultants.net+%22Endoscopy+Center+At+Skypark%22+dental+dentist+patients,Verify current patient-facing dental service for this exact profile and address; a shared domain alone is not a decision.
