market,profile_key,title,address,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
LA_CA_L,google:cid:12296415559448636876,Southern California Medical Center | Pico Rivera,"8825 Whittier Blvd, Pico Rivera, CA 90660",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://scmedcenter.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15486739528170181669,Southern California Oral & Maxillofacial Surgical Arts,"10724 White Oak Ave, Granada Hills, CA 91344",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.droralsurgery.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:4568586767535360321,St. John’s Community Health at Compton College,"1111 E Artesia Blvd, Compton, CA 90221",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://sjch.org/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:14004486374216899848,To Help Everyone - La Brea Health Center,"3721 S La Brea Ave, Los Angeles, CA 90016",include_dental_provider,County and provider evidence match 3721 S La Brea Avenue and identify patient dental services at this exact health center.,https://ccalac.org/member-clinics/t-h-e-health-and-wellness-centers/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:10095274009169916734,To Help Everyone - Lennox Health Center,"10223 Firmona Ave, Lennox, CA 90304",include_dental_provider,Los Angeles County dental resources match 10223 Firmona Avenue and identify patient dental care at the Lennox center.,https://file.lacounty.gov/dhs/cms1_201024.pdf,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17977013904022740629,To Help Everyone - Western Health Center,"3834 S Western Ave, Los Angeles, CA 90062",include_dental_provider,"Patient dental directory evidence matches 3834 S Western Avenue and identifies dental exams, cleaning and fillings at this center.",https://aplahealth.org/wp-content/uploads/2024/10/Women_HIV_Directory.pdf,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:2631497679054442328,Torrance - Lomita Medical Center,"25043 Narbonne Ave, Lomita, CA 90717",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=2631497679054442328,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15189357900660175276,UCLA School of Dentistry,"714 Tiverton Ave, Los Angeles, CA 90095",include_dental_provider,Official site confirms patient appointments and dental clinics at 714 Tiverton.,https://dentistry.ucla.edu/patient-care/resources-for-patients,official_site_audit,2026-09-24
LA_CA_L,google:cid:15156045830424764245,Ucla School Of Dentistry,"90095, 10833 Le Conte Ave, Los Angeles, CA 90024",include_dental_provider,Official UCLA PatientAccess identifies 10833 Le Conte Avenue as the UCLA School of Dentistry Dental Clinics address.,https://my.dentistry.ucla.edu/patientaccess/Default.aspx?id=13,targeted_profile_evidence_audit,2026-09-24
LA_CA_L,google:cid:5597868241142072050,Urgent Plus Advanced Medical Center,"2904 Theresa Dr #3, Newbury Park, CA 91320",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://theurgentplus.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:2780829454184804647,VetCheck Animal Hospital,"15618 Whittwood Ln Ste A, Whittier, CA 90603",exclude_non_dentist_category,Animal hospital rather than a human dental provider.,https://www.vetcheck24.com/,category_identity_audit,2026-09-24
LA_CA_L,google:cid:3342886849513431181,Vistasol Medical Group,"1000 W Whittier Blvd, Montebello, CA 90640",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://vistasolmedicalgroup.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:15894421741168241952,"Vivienne Lago, DDS (Lyons Dental Place)","25846 McBean Pkwy, Santa Clarita, CA 91355",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://lyonsdentalplace.com/,focused_title_evidence_audit,2026-09-24
LA_CA_L,google:cid:12666400545154698834,Wesley Health Centers - Weingart Clinic,"515 E 6th St, Los Angeles, CA 90021",include_dental_provider,Official JWCH Skid Row campus evidence matches 515 E 6th St and lists Dental Care.,https://jwchinstitute.org/locations/,official_and_authoritative_web_audit,2026-09-24
Macon_GA_M,google:cid:8002298691966476598,Ford and Ivey Family Dentistry,"1902 Forsyth St, Macon, GA 31201",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.fordandiveyfamilydentistry.com/,focused_title_evidence_audit,2026-09-24
Macon_GA_M,google:cid:1164194923902499357,Hudspeth Animal Hospital,"510 Pio Nono Ave, Macon, GA 31204",exclude_non_dentist_category,Animal hospital rather than a human dental provider.,https://www.hudspethanimalhospital.com/,category_identity_audit,2026-09-24
Macon_GA_M,google:cid:2901706586290473193,Macon Oral & Maxillofacial Surgery,"2060 Bowman Pk, Macon, GA 31210",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.maconoms.com/,focused_title_evidence_audit,2026-09-24
Macon_GA_M,google:cid:15348972201900678381,Meservey & Associates,"830 Mulberry St Ste 104, Macon, GA 31201",exclude_non_dentist_category,Insurance agency rather than a patient-facing dental practice.,https://meserveyinsurance.com/,category_identity_audit,2026-09-24
Modesto_CA_M,google:cid:17135547689108652897,A-Team Dental Staffing L.L.C,"931 10th St Ste 265, Modesto, CA 95354",exclude_non_dentist_category,Dental staffing agency rather than a patient-facing practice.,http://www.a-teamdentalstaffing.com/,category_identity_audit,2026-09-24
Modesto_CA_M,google:cid:13537947721777705517,Golden Valley Health Centers—Medical Clinic,"1717 Las Vegas St Ste 101, Modesto, CA 95358",include_dental_provider,Official location page matches 1717 Las Vegas St and lists weekday Dental Care.,https://www.gvhc.org/locations/modesto/modesto-hanshaw-school/,focused_title_evidence_audit,2026-09-24
Modesto_CA_M,google:cid:3193422547009580336,Grace Dental of Modesto,"3125 Coffee Rd #7, Modesto, CA 95355",include_dental_provider,CMS NPPES identifies an active dentist organization at this Coffee Road practice; current provider listings place Grace Dental in Suite 7.,https://npiregistry.cms.hhs.gov/provider-view/1588038327,official_registry_audit,2026-09-24
Modesto_CA_M,google:cid:15300263323432157318,Health Plan of San Joaquin,"1025 J St, Modesto, CA 95354",exclude_non_dentist_category,Health insurance office rather than a patient-facing dental provider.,http://www.hpsj.com/,category_identity_audit,2026-09-24
Modesto_CA_M,google:cid:3859868203878199545,Standiford Family Dental,"2000 Standiford Ave # A, Modesto, CA 95350",include_dental_provider,NPPES-derived record and established business listing identify a general dental practice at the exact suite.,https://npiprofile.com/npi/1790854131,official_registry_audit,2026-09-24
Modesto_CA_M,google:cid:1196518838397738143,Walls Dental Implant and Oral Surgical Arts,"1316 Coffee Rd Bldg E, Modesto, CA 95355",include_dental_provider,"Official practice site matches the address and lists oral surgery, dental implants, and appointment scheduling.",https://www.wallsoralsurgerymodesto.com/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:6634882456670101173,3CK Complete Health & Family Dentistry,"139 Centre St, New York, NY 10013",include_dental_provider,Current profile evidence identifies a patient-facing family dental practice at the exact address.,https://reviews.birdeye.com/3ck-complete-health-family-dentistry-169131104559733,profile_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15663490496687216379,Advantage Care Health Centers,"230 Hanse Ave, Freeport, NY 11520",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:15902478855329350188,"Advantage Care Health Centers, Brookville, Freeport","189 Wheatley Rd, Glen Head, NY 11545",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:5387079785170282649,Ahava Medical,"16 Sumner Pl, Brooklyn, NY 11206",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://ahavamedical.com/location/williamsburg-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15683005696867321391,Boston Road Medical Center,"1262 Boston Rd, Bronx, NY 10456",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.bostonroadmedicalcenter.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:16423535341868293306,BronxCare - Ogden Family Medical and Dental,"1067 Ogden Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6226833835766794545,BronxCare Third Avenue Medical and Dental Practice,"2739 3rd Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:15999846683421955017,Carroll Gardens Veterinary Group,"455 Court St, Brooklyn, NY 11231",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,http://thegardenvet.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:11156333151333039142,"Century Medical & Dental Center | Brooklyn, Gravesend","260 Avenue X, Brooklyn, NY 11223",include_dental_provider,Official Century Medical and Dental Gravesend page matches 260 Avenue X and lists dentistry.,https://www.centurymedicaldental.com/gravesend-brooklyn-ny-11223/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:8026919671469686565,Century Medical & Dental Center | South Bronx,"425 Westchester Ave, Bronx, NY 10455",include_dental_provider,Official Century Medical and Dental Bronx page matches 425 Westchester Avenue and lists dentistry.,https://www.centurymedicaldental.com/bronx-ny-10455/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:11995089308409799053,Charles B. Wang Community Health Center,"125 Walker St 2nd fl, New York, NY 10013",include_dental_provider,Official provider page matches the second-floor address and lists comprehensive dental services for patients.,https://www.cbwchc.org/doctors/gain-lu,official_site_audit,2026-09-24
NYC_NY_L,google:cid:17004471597383832894,Clinton Hill Dental,"136 St James Pl, Brooklyn, NY 11238",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.clintonhilldental.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15412192422553827058,Columbia University College of Dental Medicine,"622 W 168th St, New York, NY 10032",include_dental_provider,Official site confirms patient appointments and teaching clinics at the exact address.,https://www.dental.columbia.edu/about-us/contact-us,official_site_audit,2026-09-24
NYC_NY_L,google:cid:18215599179706511684,ColumbiaDoctors - Pediatrics,"3959 Broadway, New York, NY 10032",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.columbiadoctors.org/childrens-health/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:12592558756776222246,Community Healthcare Network – Williamsburg,"94-98 Manhattan Ave, Brooklyn, NY 11206",include_dental_provider,Official CHN Williamsburg page matches the exact center and lists Dental Care.,https://www.chnnyc.org/center/chn-williamsburg/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:162871782998748986,Community Healthcare Network- Sutphin Boulevard,"97-04 Sutphin Blvd, Jamaica, NY 11435",include_dental_provider,CHN dental materials list Sutphin Boulevard at 97-04 Sutphin Blvd as a location where patients can receive dental care.,https://www.chnnyc.org/service/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:425119728771502051,DC 37 Health Center,"115 Chambers St, New York, NY 10007",exclude_non_dentist_category,Dental insurance/benefit office rather than a patient-facing practice.,http://www.dc37.net/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:18233353287968621355,DR. MICHAEL ZEMELMAN,"250 S End Ave, New York, NY 10280",include_dental_provider,Official practice page matches the address and provides dental appointment scheduling.,https://drmichaelzemelman.com/locationhours-battery-park-dental-center/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:17978388638694044920,"Daria Vasilyeva, DDS, PhD","1244 Amsterdam Ave, New York, NY 10027",include_dental_provider,Exact-address provider evidence identifies Daria Vasilyeva DDS at Columbia Dental Morningside Associates and lists oral surgery and dentistry.,https://www.dentalplans.com/dentists/new-york/new-york/10027/dr-daria-vasilyeva-223682/,targeted_profile_evidence_audit,2026-09-24
NYC_NY_L,google:cid:10495702058127544915,"Daria Vasilyeva, DDS, PhD","51 W 51st St, New York, NY 10019",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/daria-vasilyeva-dds-phd-51-west-51st-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14451968844571406591,"Daria Vasilyeva, DDS, PhD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/daria-vasilyeva-dds-phd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15450182623930209060,"Darryl Wu, DDS/","41 Elizabeth St #303, New York, NY 10013",include_dental_provider,Official practice appointment page identifies the exact address as a patient-facing dental office.,https://www.darrylwudental.com/contact-us/appointment-request/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:14729043579708094485,Dr. Donald Tanenbaum,"630 5th Ave Ste. 1857, New York, NY 10111",include_dental_provider,Official NYTMJ site identifies Donald Tanenbaum DDS and patient TMJ/orofacial pain treatment at the exact 630 Fifth Avenue office.,https://www.nytmj.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:3709896841534179427,"Dr. Kamran Foroughi, DDS","225 Broadway, New York, NY 10007",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.manhattan-dental-specialty.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14098049555746310178,Dr. Nai Yan Lam,"198 Canal St Ste 402, New York, NY 10013",include_dental_provider,NPPES-derived provider record identifies an active dentist at the exact suite.,https://npiprofile.com/npi/1790935880,official_registry_audit,2026-09-24
NYC_NY_L,google:cid:18309720280738893048,"Dr. Nojan Bakhtiari, DDS - TMJ & Orofacial Pain Specialist","41 Park Ave #1B, New York, NY 10016",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.doctortmj.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:17274019314189391120,East Broadway Dental Center,"17 E Broadway Ste 701, New York, NY 10002",include_dental_provider,NPPES-derived organization record identifies an active dental practice at Suites 701-702.,https://npiprofile.com/npi/1730199175,official_registry_audit,2026-09-24
NYC_NY_L,google:cid:13229558951120245285,Efficient Medical Care PC,"168-40 Highland Ave, Jamaica, NY 11432",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.efficientmedicalcarepc.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:2554296775765797210,"Elizabeth Marie Philipone, DMD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/elizabeth-marie-philipone-dmd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:7149865794800718825,Emergency Dentist,"2200 85th St, Brooklyn, NY 11214",include_dental_provider,Official New Leaf Dental page matches 2200 85th St and offers patient appointments.,https://www.newleafdentalny.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:2393560917753722612,Epel Lidia M DDS,"165 N Village Ave Apartment 102, Rockville Centre, NY 11570",include_dental_provider,Provider evidence identifies Lidia Epel DDS as a patient-facing dental and oral-surgery provider at the exact address.,https://www.healthgrades.com/dentist/dr-lidia-epel-xymgb,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3393784019642761753,Ezra Medical Center - 13th Avenue,"3710 13th Ave, Brooklyn, NY 11218",include_dental_provider,Official dental page and provider list match 3710 13th Ave and offer general and pediatric dentistry.,https://www.ezramedical.org/dental,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:86366606213307897,"Fabysmiles – Dental, Medical, Medspa & Aesthetic Recruitment","211 E 43rd St, New York, NY 10017",exclude_non_dentist_category,Healthcare recruitment agency rather than a patient-facing practice.,https://www.fabysmiles.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:17106224640588947992,Family Health Center of Harlem,"1824 Madison Ave, New York, NY 10035",include_dental_provider,Official Institute location page identifies Family Health Center of Harlem as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6100373059996867428,First Medcare Medical Clinic,"8707 Flatlands Ave, Brooklyn, NY 11236",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.firstmedcare.com/?utm_campaign=gmb,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:13427374556145665831,"Flushing Dental Implant, Oral & Facial Surgery","134-43 Maple Ave, Flushing, NY 11355",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://flushingoralsurgery.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3392797540311704278,Geld Rejuvenation Dentistry,"635 Madison Ave #19, New York, NY 10022",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.gelbcenter.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:13439767516404994175,Grand Central Oral & Maxillofacial Surgery,"Corner of, 353 Lexington Ave, E 40th St #700, New York, NY 10016",include_dental_provider,Official practice contact page matches Suite 700 and lists oral-surgery and dental-implant services.,https://www.grandcentraloms.com/contact-us/contact-information/,official_site_audit,2026-09-24
NYC_NY_L,google:cid:16663843916775862898,Hammer Health Sciences Building - Columbia University Irving Medical Center,"701 W 168th St, New York, NY 10032",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.cumc.columbia.edu/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:5939245230968736679,Integrative Dental Wellness and Airway Health at Central Park South,"116 Central Park S Suite 8, New York, NY 10019",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://dentalwellnessairway.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14029482900807417077,Jack Martin Fund Clinic,"158 W 124th St, New York, NY 10027",include_dental_provider,Official Mount Sinai Jack Martin Fund Clinic page matches the address and lists dental care among patient services.,https://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/jack-martin-fund-clinic,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:393558853936802593,James Weldon Johnson School-Based Health Center,"176 E 115th St, New York, NY 10029",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.institute.org/health-care/services/school-based/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:17913151909604478536,Jerome Pediatric PC,"2386 Jerome Ave, Bronx, NY 10468",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=17913151909604478536,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:17129946386398424374,"Khanh Trinh, DMD","430 W 116th St, New York, NY 10027",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/khanh-trinh-dmd-430-west-116th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:11446915842470457287,"Khanh Trinh, DMD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/khanh-trinh-dmd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:6563437070851777575,"King Chong Chan, DMD","622 W 168th St, New York, NY 10032",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://doctors.columbia.edu/us/ny/new-york/king-chong-chan-dmd-622-west-168th-street?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:16798224541328156430,Long Island Dental Sleep Medicine,"101 Hillside Ave. Ste A, Williston Park, NY 11596",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://longislandsleep.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:6492963245042507531,MHHC at St. Ann's,"625 E 137th St #1776, Bronx, NY 10454",include_dental_provider,Official MHHC St. Ann’s location page matches 625 E 137th St and explicitly lists Dental.,https://www.mhhc.org/locations/mhhc-at-st-ann-s/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:9516528143012860758,MHHC at Vanguard,"825 E 233rd St, Bronx, NY 10466",include_dental_provider,Official MHHC location and dental evidence identifies Vanguard as a patient dental location.,https://www.mhhc.org/our-services/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:3164012872835746003,MHHC at Walton,"25 E 183rd St, Bronx, NY 10453",include_dental_provider,Official MHHC location and dental evidence identifies Walton as a patient dental location.,https://www.mhhc.org/our-services/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:7155139689970474418,Madison Avenue Dentists,"18 E 48th St #501, New York, NY 10017",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://mavedds.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3188463322536960616,Mandalay Dental Care PC.,"98 E Broadway #501, New York, NY 10002",include_dental_provider,NPPES-derived organization record and current insurer directory identify a dental practice at the exact suite.,https://npiprofile.com/npi/1669753299,official_registry_audit,2026-09-24
NYC_NY_L,google:cid:11179961645618148917,Maple Medical,"126 Maple St, Brooklyn, NY 11225",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=11179961645618148917,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14788709628859883195,Medical Practice Administrator,"F.D.R Station, 909 3rd Ave, New York, NY 10150",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=14788709628859883195,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:14102324526115559462,Midwood Medical Plaza,"813 Quentin Rd # 100, Brooklyn, NY 11223",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=14102324526115559462,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:7511299405233410581,Mount Sinai Queens-Family Health,"31-60 21st St, Astoria, NY 11106",exclude_non_dentist_category,Official Mount Sinai Queens Family Health page lists medical services for this exact facility and does not identify a patient dental service.,https://www.mountsinai.org/locations/queens/facilities/medical/family-health-associates,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:5828700512640996947,NY Dental Insurance Quotes,"2040 Ralph Ave, Brooklyn, NY 11234",exclude_non_dentist_category,Dental insurance agency rather than a patient-facing practice.,https://www.google.com/maps?cid=5828700512640996947,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:12702828959288087172,"New York TMJ & Orofacial Pain (NY, NY 5th Ave)","630 5th Ave Ste. 1857, New York, NY 10111",include_dental_provider,Official NYTMJ site identifies Donald Tanenbaum DDS and patient TMJ/orofacial pain treatment at the exact 630 Fifth Avenue office.,https://www.nytmj.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:17147439378915426708,New York University College of Dentistry,"345 E 24th St, New York, NY 10010",include_dental_provider,Official patient-access site confirms dental treatment at the exact address.,https://patientaccess.dental.nyu.edu/PatientAccess/Default.aspx?id=17,official_site_audit,2026-09-24
NYC_NY_L,google:cid:13160607927627849612,NewYork-Presbyterian Ambulatory Care Network - Dentistry - Upper East Side,"525 E 70th St 1st floor, New York, NY 10021",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.nyp.org/acn/primary-care/weill-cornell-internal-medicine-associates-helmsley?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_OTY5OTI5NzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:17274625385709858944,One Brooklyn Health-Brookdale University Hospital Medical Center,"1 Brookdale Plaza, Brooklyn, NY 11212",include_dental_provider,Official Dental and Oral Surgery page lists Brookdale Hospital at 1 Brookdale Plaza.,https://onebrooklynhealth.org/services/dental-oral-surgery,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:3013052381072058602,Park Dental Research Corporation,"19 W 34th St., New York, NY 10001",exclude_non_dentist_category,Dental research organization rather than a patient-facing practice.,http://www.parkdentalresearch.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:11474776953858767803,Smile Direct Club,"242 5th Ave, New York, NY 10001",exclude_non_dentist_category,"SmileDirectClub ceased global operations in December 2023, so this historical storefront is not a current patient-facing dental provider.",https://apnews.com/article/smiledirectclub-shuts-down-teeth-aligners-84ae3f8b0b5d8de5c4952208087e817a,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:9001258392962397789,Smile Direct Club,"525 Atlantic Ave, Brooklyn, NY 11217",exclude_non_dentist_category,"SmileDirectClub ceased global operations in December 2023, so this historical storefront is not a current patient-facing dental provider.",https://apnews.com/article/smiledirectclub-shuts-down-teeth-aligners-84ae3f8b0b5d8de5c4952208087e817a,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:8482847296773896722,"Sol D. Haber, DDS","139 Clinton St, Brooklyn, NY 11201",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.drhaberoralsurgery.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:15221708422571038946,Southern Dental of Brooklyn,"9920 4th Ave, Brooklyn, NY 11209",include_dental_provider,Provider registry and practice evidence identify a patient-facing dental office at 9920 4th Ave.,https://npiprofile.com/npi/1750650685,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:11781321278977330842,Stevenson Family Health Center,"731 White Plains Rd, Bronx, NY 10473",include_dental_provider,Official Institute location page identifies Stevenson Family Health Center as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:1764093003102263842,Sunrise Pediatrics,"8618 101st Ave, Ozone Park, NY 11416",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=1764093003102263842,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:445069592422833706,The Institute for Family Health at Westchester Square (Open for telehealth),"1420 Ferris Pl, Bronx, NY 10461",exclude_non_dentist_category,"Official Institute location listing for Westchester Square does not include dental care, while dental is explicitly listed for other Institute sites.",https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:11555451915091950355,The Sunnyside Pet Healthcare & Dental Center,"47-04 Greenpoint Ave, Sunnyside, NY 11104",exclude_non_dentist_category,Pet healthcare and veterinary dentistry rather than human dental care.,http://sunnysidevet.com/,category_identity_audit,2026-09-24
