decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied,source_phone,source_domain,source_website_url,source_votes_count,source_latitude,source_longitude,direct_profile_evidence_url,existing_evidence_route,normalized_source_domain,review_block_id,review_block_basis,row_review_note
profile:NYC_NY_L:google:cid:14029482900807417077,NYC_NY_L,google:cid:14029482900807417077,Jack Martin Fund Clinic,"158 W 124th St, New York, NY 10027",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1332-243-0100,www.mountsinai.org,http://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/jack-martin-fund-clinic,16.0,40.8078908,-73.9483328,https://www.google.com/maps?cid=14029482900807417077,website_then_google_profile,www.mountsinai.org,eligibility_review_block:3e1c0340286c06e2,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:6492963245042507531,NYC_NY_L,google:cid:6492963245042507531,MHHC at St. Ann's,"625 E 137th St #1776, Bronx, NY 10454",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-716-4400,www.mhhc.org,http://www.mhhc.org/,9.0,40.8054607,-73.9159844,https://www.google.com/maps?cid=6492963245042507531,website_then_google_profile,www.mhhc.org,eligibility_review_block:fab56810fda7a991,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:9516528143012860758,NYC_NY_L,google:cid:9516528143012860758,MHHC at Vanguard,"825 E 233rd St, Bronx, NY 10466",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-716-4400,www.mhhc.org,http://www.mhhc.org/,42.0,40.8924148,-73.8535364,https://www.google.com/maps?cid=9516528143012860758,website_then_google_profile,www.mhhc.org,eligibility_review_block:fab56810fda7a991,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:3164012872835746003,NYC_NY_L,google:cid:3164012872835746003,MHHC at Walton,"25 E 183rd St, Bronx, NY 10453",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-716-4400,www.mhhc.org,http://www.mhhc.org/,119.0,40.8586718,-73.9029548,https://www.google.com/maps?cid=3164012872835746003,website_then_google_profile,www.mhhc.org,eligibility_review_block:fab56810fda7a991,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:18397791011711702157,NYC_NY_L,google:cid:18397791011711702157,Montefiore Janice A Simpson,"1625 Poplar St, Bronx, NY 10461",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1866-662-9729,www.montefiore.org,http://www.montefiore.org/,11.0,40.846405,-73.8459192,https://www.google.com/maps?cid=18397791011711702157,website_then_google_profile,www.montefiore.org,eligibility_review_block:f70ed30abd1f6c7a,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:7511299405233410581,NYC_NY_L,google:cid:7511299405233410581,Mount Sinai Queens-Family Health,"31-60 21st St, Astoria, NY 11106",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-808-7300,www.mountsinai.org,https://www.mountsinai.org/locations/queens/facilities/medical/family-health-associates?y_source=1_MjAxMjU1OTI0OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,82.0,40.7659771,-73.931296,https://www.google.com/maps?cid=7511299405233410581,website_then_google_profile,www.mountsinai.org,eligibility_review_block:3e1c0340286c06e2,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:7749441387408078850,NYC_NY_L,google:cid:7749441387408078850,NYU Lutheran Family Health Centers Brooklyn-Chinese,"5008 7th Ave, Brooklyn, NY 11220",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-210-1030,nyulangone.org,https://nyulangone.org/locations/seventh-avenue-family-health-center-at-nyu-langone,50.0,40.6423881,-74.006221,https://www.google.com/maps?cid=7749441387408078850,website_then_google_profile,nyulangone.org,eligibility_review_block:64e19383c95c8e70,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:10487271695260862641,NYC_NY_L,google:cid:10487271695260862641,New York City Publishers,"305 Madison Ave #449, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-697-0939,,,,40.7510976,-73.9801104,https://www.google.com/maps?cid=10487271695260862641,google_profile_only,,eligibility_review_block:62a7a4967b652f2a,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:2981445453940694204,NYC_NY_L,google:cid:2981445453940694204,Park Avenue Neurology & Sleep,"737 Park Ave Apt 1C, New York, NY 10021",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-288-6060,,,1.0,40.7704242,-73.9637746,https://www.google.com/maps?cid=2981445453940694204,google_profile_only,,eligibility_review_block:7c7ee287e64f0031,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:15896470951924789074,NYC_NY_L,google:cid:15896470951924789074,Premier HealthCare & YAI Center for Specialty Therapy,"227 E 41st St 8th floor, New York, NY 10017",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-273-6272,www.yai.org,https://www.yai.org/locations/healthcare,131.0,40.7496813,-73.973524,https://www.google.com/maps?cid=15896470951924789074,website_then_google_profile,www.yai.org,eligibility_review_block:f3dfd5fc24484083,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:12316060239770702726,NYC_NY_L,google:cid:12316060239770702726,Queens Audiology PLLC,"150-12 14th Ave, Whitestone, NY 11357",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-279-4327,www.manhattanaudiology.com,https://www.manhattanaudiology.com/,3.0,40.7888211,-73.81320989999999,https://www.google.com/maps?cid=12316060239770702726,website_then_google_profile,www.manhattanaudiology.com,eligibility_review_block:7267602f470246f5,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:5575282571407485970,NYC_NY_L,google:cid:5575282571407485970,Rambam Family Health Center,"1122 Chestnut Ave, Brooklyn, NY 11230",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-942-3888,rambamfamilyhealth.org,https://rambamfamilyhealth.org/,1289.0,40.6173075,-73.9633279,https://www.google.com/maps?cid=5575282571407485970,website_then_google_profile,rambamfamilyhealth.org,eligibility_review_block:f108bac8548a4db0,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:7258043979584977031,NYC_NY_L,google:cid:7258043979584977031,Ramon Velez Health Center,"754 E 151st St, Bronx, NY 10455",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-734-2539,lacasadesalud.org,https://lacasadesalud.org/,102.0,40.8146303,-73.90727729999999,https://www.google.com/maps?cid=7258043979584977031,website_then_google_profile,lacasadesalud.org,eligibility_review_block:d7fe3314dc303384,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:18302922146132025269,NYC_NY_L,google:cid:18302922146132025269,Sterling Podiatric PC,"1250 E 223rd St, Bronx, NY 10466",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1347-602-5881,www.marvabuttersdpm.com,http://www.marvabuttersdpm.com/,6.0,40.880722,-73.8452911,https://www.google.com/maps?cid=18302922146132025269,website_then_google_profile,www.marvabuttersdpm.com,eligibility_review_block:c4c3768b075529ec,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:10842945812211081545,NYC_NY_L,google:cid:10842945812211081545,Steve Taranov,"11 Broadway, New York, NY 10004",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-425-0505,,,1.0,40.7052656,-74.0139733,https://www.google.com/maps?cid=10842945812211081545,google_profile_only,,eligibility_review_block:6e5d45e8df0dc5bb,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:11781321278977330842,NYC_NY_L,google:cid:11781321278977330842,Stevenson Family Health Center,"731 White Plains Rd, Bronx, NY 10473",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-589-8775,www.institute.org,http://www.institute.org/,184.0,40.8204612,-73.8582229,https://www.google.com/maps?cid=11781321278977330842,website_then_google_profile,www.institute.org,eligibility_review_block:ae7b1b62a31a0ab5,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:14534325133775607876,NYC_NY_L,google:cid:14534325133775607876,Sun River Health Staten Island,"57 Bay St 1st & 3rd Floor, Staten Island, NY 10301",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1844-400-1975,www.sunriver.org,https://www.sunriver.org/your-health/sun-river-health-staten-island/,86.0,40.6406296,-74.07541119999999,https://www.google.com/maps?cid=14534325133775607876,website_then_google_profile,www.sunriver.org,eligibility_review_block:e9a6162a99add76b,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:445069592422833706,NYC_NY_L,google:cid:445069592422833706,The Institute for Family Health at Westchester Square (Open for telehealth),"1420 Ferris Pl, Bronx, NY 10461",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-730-1004,www.institute.org,http://www.institute.org/access,13.0,40.8393984,-73.8414215,https://www.google.com/maps?cid=445069592422833706,website_then_google_profile,www.institute.org,eligibility_review_block:ae7b1b62a31a0ab5,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:8780094804165839386,NYC_NY_L,google:cid:8780094804165839386,Urban Health Plan,"1065 Southern Blvd, Bronx, NY 10459",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-589-2440,www.urbanhealthplan.org,http://www.urbanhealthplan.org/,177.0,40.8250304,-73.8922127,https://www.google.com/maps?cid=8780094804165839386,website_then_google_profile,www.urbanhealthplan.org,eligibility_review_block:8c56a146890145f2,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:17125209626621041816,NYC_NY_L,google:cid:17125209626621041816,Urban Horizons Family Health Center,"50 E 168th St, Bronx, NY 10452",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-293-3900,www.institute.org,http://www.institute.org/,30.0,40.8364448,-73.9192411,https://www.google.com/maps?cid=17125209626621041816,website_then_google_profile,www.institute.org,eligibility_review_block:ae7b1b62a31a0ab5,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:5364480293788529244,NYC_NY_L,google:cid:5364480293788529244,Walton Family Health Center,"1894 Walton Ave, Bronx, NY 10453",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-583-3060,www.institute.org,http://www.institute.org/,144.0,40.8497084,-73.9089837,https://www.google.com/maps?cid=5364480293788529244,website_then_google_profile,www.institute.org,eligibility_review_block:ae7b1b62a31a0ab5,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:14221168649792805791,NYC_NY_L,google:cid:14221168649792805791,Whitman Ingersoll Farragut Hea,"297 Myrtle Ave, Brooklyn, NY 11205",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-596-8000,www.brooklynplaza.org,http://www.brooklynplaza.org/,6.0,40.6935335,-73.9761817,https://www.google.com/maps?cid=14221168649792805791,website_then_google_profile,www.brooklynplaza.org,eligibility_review_block:36385981fbe9dbd7,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:10928271238652832087,NYC_NY_L,google:cid:10928271238652832087,Windsor Podiatry,"1655 Flatbush Ave # A103, Brooklyn, NY 11210",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-252-2727,www.windsorpodiatry.com,http://www.windsorpodiatry.com/,1.0,40.6304085,-73.9444972,https://www.google.com/maps?cid=10928271238652832087,website_then_google_profile,www.windsorpodiatry.com,eligibility_review_block:f02162f4a2df191a,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:14237711967666725015,SanFrancisco_CA_L,google:cid:14237711967666725015,Clinic by the Bay,"35 Onondaga Ave, San Francisco, CA 94112",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-405-0222,www.clinicbythebay.org,http://www.clinicbythebay.org/,21.0,37.7213306,-122.4383634,https://www.google.com/maps?cid=14237711967666725015,website_then_google_profile,www.clinicbythebay.org,eligibility_review_block:1877864899329051,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:11047455065508509761,SanFrancisco_CA_L,google:cid:11047455065508509761,Health Right 360,"1468 Carroll Ave, San Francisco, CA 94124",business_listings,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-200-7181,,,8.0,37.7236743,-122.390793,https://www.google.com/maps?cid=11047455065508509761,google_profile_only,,eligibility_review_block:34c398e95335045d,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:3260818236341142390,SanFrancisco_CA_L,google:cid:3260818236341142390,Lyon-Martin Community Health Services,"1735 Mission St, San Francisco, CA 94103",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-565-7667,lyon-martin.org,http://lyon-martin.org/,63.0,37.7693726,-122.4197856,https://www.google.com/maps?cid=3260818236341142390,website_then_google_profile,lyon-martin.org,eligibility_review_block:c85be1a121dd115f,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:12201026490335252961,SanFrancisco_CA_L,google:cid:12201026490335252961,Native American Health Center - 160 Capp St,"160 Capp St, San Francisco, CA 94110",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-417-3500,www.nativehealth.org,http://www.nativehealth.org/,27.0,37.7640465,-122.418738,https://www.google.com/maps?cid=12201026490335252961,website_then_google_profile,www.nativehealth.org,eligibility_review_block:8eb204c9b069280e,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:11713460053424059316,SanFrancisco_CA_L,google:cid:11713460053424059316,Tom Waddell Urban Health Center,"230 Golden Gate Ave, San Francisco, CA 94102",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-355-7500,www.sf.gov,http://www.sf.gov/location/tom-waddell-urban-health-clinic,47.0,37.7821968,-122.4144286,https://www.google.com/maps?cid=11713460053424059316,website_then_google_profile,www.sf.gov,eligibility_review_block:3c705ff237e69cef,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SaranacLake_NY_S:google:cid:10103828371342018102,SaranacLake_NY_S,google:cid:10103828371342018102,Adirondack Health,"2233 NY-86, Saranac Lake, NY 12983",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1518-891-4141,www.adirondackhealth.org,http://www.adirondackhealth.org/,69.0,44.3455195,-74.14346689999999,https://www.google.com/maps?cid=10103828371342018102,website_then_google_profile,www.adirondackhealth.org,eligibility_review_block:2ca8d26ec4c84e03,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Toccoa_GA_S:google:cid:1725797652379241771,Toccoa_GA_S,google:cid:1725797652379241771,Open Arms Clinic,"109 Big A Rd, Toccoa, GA 30577",maps_core,Medical clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:504917ff371eb69d,manual_review,Medical clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-886-0940,www.openarmsclinicga.com,http://www.openarmsclinicga.com/,5.0,34.5804566,-83.3175187,https://www.google.com/maps?cid=1725797652379241771,website_then_google_profile,www.openarmsclinicga.com,eligibility_review_block:107964ab97cc6dba,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Buffalo_NY_L:google:cid:18370073229225808885,Buffalo_NY_L,google:cid:18370073229225808885,Struggle Compound,"1841 Seneca St, Buffalo, NY 14210",business_listings,Clothing store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:542f09dfc2a7d5b4,unknown,,Clothing store,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1716-931-5046,www.thecompound716.com,https://www.thecompound716.com/,35.0,42.8599318,-78.8158875,https://www.google.com/maps?cid=18370073229225808885,website_then_google_profile,www.thecompound716.com,eligibility_review_block:51e1ee095cd63c36,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:2699669743953774124,LA_CA_L,google:cid:2699669743953774124,St. John’s Community Health - Leavey-OB Clinic,"3628 E Imperial Hwy #301, Lynwood, CA 90262",business_listings,Family planning center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:557fbafaadfc06c0,unknown,,Family planning center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-541-1411,sjch.org,http://sjch.org/find-a-clinic/,201.0,33.9304969,-118.2043075,https://www.google.com/maps?cid=2699669743953774124,website_then_google_profile,sjch.org,eligibility_review_block:efdc144592ed2f22,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:11311635005790691978,LA_CA_L,google:cid:11311635005790691978,Wong Jessica Pea MD,"6000 N Figueroa St, Highland Park, CA 90042",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5721d7584f64bb4b,manual_review,Doctor: Category alone does not establish a dentist clinic,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-254-5221,www.arroyovista.org,http://www.arroyovista.org/,1.0,34.1112472,-118.1885857,https://www.google.com/maps?cid=11311635005790691978,website_then_google_profile,www.arroyovista.org,eligibility_review_block:19e6b0cd8bfe6908,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:8290167571579195981,NYC_NY_L,google:cid:8290167571579195981,"VisoDent NYC - Teeth whitening, Invisalign, Aesthetics clinic","903 Park Avenue Main Floor Office, New York, NY 10075",business_listings,Doctor,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:5721d7584f64bb4b,manual_review,Doctor: Category alone does not establish a dentist clinic,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-991-9095,www.visodentnyc.com,https://www.visodentnyc.com/,106.0,40.7757426,-73.9600679,https://www.google.com/maps?cid=8290167571579195981,website_then_google_profile,www.visodentnyc.com,eligibility_review_block:761ecb78576ac102,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:FortBragg_CA_S:google:cid:8005356864665464194,FortBragg_CA_S,google:cid:8005356864665464194,My Beautiful Nails,"120 E Redwood Ave, Fort Bragg, CA 95437",maps_core,Nail salon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:57eeb9e687d4ba7d,unknown,,Nail salon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1707-964-3001,,,78.0,39.4441522,-123.805279,https://www.google.com/maps?cid=8005356864665464194,google_profile_only,,eligibility_review_block:e9ad4d4fff724825,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Augusta_GA_L:google:cid:16042696556243485449,Augusta_GA_L,google:cid:16042696556243485449,TMJ Associates,"456 Furys Ferry Rd, Augusta, GA 30907",maps_specialist,Cancer treatment center,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:58feeb0c4d85c099,unknown,,Cancer treatment center,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-836-8840,,,2.0,33.5322757,-82.07735,https://www.google.com/maps?cid=16042696556243485449,google_profile_only,,eligibility_review_block:c9b86f0155b41261,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
