requested_location,profile_key,clinic_key,observed_sources,observed_source_count,observed_categories,observed_source_decisions,preliminary_profile_status,profile_status_basis,cid,place_id,title,category,address,zip,latitude,longitude,phone,domain,url,votes_count,observation_count,market_assignment_status,eligibility_review_status,prior_manual_profile_decision,prior_manual_decision_evidence,prior_manual_evidence_url,prior_manual_reviewed_on
LA_CA_L,google:cid:14365663787433022821,google:cid:14365663787433022821,business_listings,1,Emergency dental service,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14365663787433022821,ChIJ1S0bsNnHwoARZVWjJBoXXcc,Emergency Dentist of Los Angeles-24 Hour,Emergency dental service,"350 S Figueroa St #551, Los Angeles, CA 90071",90071,34.0537345,-118.255018,+1213-488-0174,weence.com,https://weence.com/dentists/los-angeles/emergency-dentist-of-los-angeles-24-hour/,4.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14371774197092285461,google:cid:14371774197092285461,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14371774197092285461,ChIJpyPzYiK-woARFXzPwXzMcsc,Mar Jack DDS,Dentist,"10918 Riverside Dr, North Hollywood, CA 91602",91602,34.1520198,-118.368756,+1818-980-6444,,,3.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14372275020477701540,google:cid:14372275020477701540,maps_core,1,Dental clinic,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14372275020477701540,ChIJofhZTf_HwoARpB3LyfuTdMc,Los Angeles Luxe Dental Clinic,Dental clinic,"Santee Passage, Los Angeles, CA 90014",90014,34.0423522,-118.2505743,,prohvacexperts.site,https://prohvacexperts.site/,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14373225621737804374,google:cid:14373225621737804374,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14373225621737804374,ChIJAWx_hruXwoARVpI55Iz0d8c,Y2k Dentistry,Dentist,"14847 Magnolia Blvd, Sherman Oaks, CA 91403",91403,34.165023399999995,-118.4568757,+1818-986-4600,www.y2kdentistry.net,https://www.y2kdentistry.net/,9.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14373551358587884163,google:cid:14373551358587884163,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14373551358587884163,ChIJfcRIuGbPwoARg9J2ac4cecc,"Dr. Cecilia R. Mitchell, DDS",Dentist,"133 N Sunol Dr, Los Angeles, CA 90063",90063,34.0371433,-118.1793039,+1323-981-1660,queenscarehealthcenters.org,http://queenscarehealthcenters.org/,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14378928180750348155,google:cid:14378928180750348155,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14378928180750348155,ChIJ8x0z5mKewoARe296YP82jMc,"Daniel E. Cronk D.D.S., Inc.",Dentist,"23111 Ventura Blvd #203, Woodland Hills, CA 91364",91364,34.1638308,-118.6293024,+1818-224-2001,www.drcronk.com,https://www.drcronk.com/,14.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:1437911557770238555,google:cid:1437911557770238555,business_listings|maps_core|maps_specialist,3,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1437911557770238555,ChIJFYRS_IK4woARW9pSg_F89BM,WCI Dental Group,Dentist,"420 E 3rd St Ste 1008 l, Los Angeles, CA 90013",90013,34.0466808,-118.2419722,+1213-251-0066,wcidental.com,http://wcidental.com/,16.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14379463505140473691,google:cid:14379463505140473691,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14379463505140473691,ChIJG5CURBfBwoARW1-XTN8djsc,"Dr. Gerard Raymond P. Aguas, DDS",Dentist,"1140 E Chevy Chase Dr, Glendale, CA 91205",91205,34.1343181,-118.2400763,+1818-247-3387,,,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14380156232440110043,google:cid:14380156232440110043,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14380156232440110043,ChIJCVUgQcmkwoAR21s2ceeTkMc,"Drs. Fred Chao & Cynthia Rangel, DDS",Dentist,"12301 Wilshire Blvd Unit 405, Los Angeles, CA 90025",90025,34.0427445,-118.4697634,+1424-325-3244,www.rangelchaodental.com,http://www.rangelchaodental.com/,17.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14380941776632770473,google:cid:14380941776632770473,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14380941776632770473,ChIJ-0Ld3cQ76IARqW_FM1pek8c,Steven I. Chin DDS Family and Cosmetic Dentistry,Dentist,"223 E Thousand Oaks Blvd #400, Thousand Oaks, CA 91360",91360,34.1794904,-118.8725031,+1805-497-9402,stevenichindds.com,https://stevenichindds.com/,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14385676203717292655,google:cid:14385676203717292655,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14385676203717292655,ChIJFwsqU1HHwoARb_Jb6EkwpMc,Mkheyan Nune DDS,Dentist,"4783 Santa Monica Blvd, Los Angeles, CA 90029",90029,34.0911477,-118.2936399,+1323-669-8443,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14385924332998713014,google:cid:14385924332998713014,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14385924332998713014,ChIJwd2I1-qIwoARtl4JAvYRpcc,"Dr. Linh N. Vo, DDS",Dentist,"18717 Via Princessa, Canyon Country, CA 91387",91387,34.4049365,-118.4630604,+1661-252-5060,www.fodental.com,http://www.fodental.com/,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14387001364671373150,google:cid:14387001364671373150,business_listings,1,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14387001364671373150,ChIJewlsdWa7woARXh9M_IPlqMc,Afsaneh Veneers Crowns Dentist,Cosmetic dentist,"436 N Roxbury Dr Ste B-100, Beverly Hills, CA 90210",90210,34.0678708,-118.4063151,,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14390657018670893178,google:cid:14390657018670893178,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14390657018670893178,ChIJBQ4x41TRwoARekhcQlDitcc,Pico Rivera Dental Smiles,Dentist,"8532 Whittier Blvd, Pico Rivera, CA 90660",90660,34.0030433,-118.0907644,+1562-695-5251,www.picoriveradentalsmiles.com,https://www.picoriveradentalsmiles.com/,58.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:1439068570786713565,google:cid:1439068570786713565,business_listings,1,Medical clinic,needs_category_review,pending_manual_review,unreviewed_or_conflicting_category_evidence,1439068570786713565,ChIJTzUVqyK7woAR3c8rmT2Z-BM,Venice Family Clinic - Simms/Mann Health Ctr,Medical clinic,"2509 Pico Blvd, Santa Monica, CA 90405",90405,34.0231221,-118.4633112,+1310-392-8636,www.venicefamilyclinic.org,https://www.venicefamilyclinic.org/,187.0,1,eligible_target_zip,manual_category_review,,,,
LA_CA_L,google:cid:14390921617652628129,google:cid:14390921617652628129,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14390921617652628129,ChIJ09sH2Rgz3YARobqsAvfStsc,"Dr. Loc Q. Nguyen, DDS",Dentist,"2150 E South St #116, Long Beach, CA 90805",90805,33.859476,-118.1661632,+1562-531-9779,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14390970959568056597,google:cid:14390970959568056597,business_listings,1,Pediatric dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14390970959568056597,ChIJg3jm5pQu3YARFTEEUtf_tsc,Seastar Pediatric Dentistry Office of Dr. Cherish Leung,Pediatric dentist,"10945 South St Ste 200A, Cerritos, CA 90703",90703,33.8587053,-118.1006546,+1714-723-6271,www.seastarpediatricdentistry.com,http://www.seastarpediatricdentistry.com/,122.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14393733729129514728,google:cid:14393733729129514728,business_listings,1,Endodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14393733729129514728,ChIJ6xinmQEu3YAR6MZSvJDQwMc,Gage Endodontics,Endodontist,"6226 E Spring St #340, Long Beach, CA 90815",90815,33.8099674,-118.1102155,+1562-420-1461,www.gageendo.com,https://www.gageendo.com/,201.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14394781632811875080,google:cid:14394781632811875080,business_listings,1,Dental clinic,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14394781632811875080,ChIJ_UTmkJOQwoARCLsR06CJxMc,Los Angeles Dental Office,Dental clinic,"9506 Sepulveda Blvd, North Hills, CA 91343",91343,34.2430919,-118.4666908,+1818-660-1881,,,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14394781868116075744,google:cid:14394781868116075744,business_listings,1,Orthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14394781868116075744,ChIJVyLUy9nHwoAR4ORKnNeJxMc,Los Angele Califono,Orthodontist,"312 E 25th St, Los Angeles, CA 90011",90011,34.0243662,-118.2656179,,,,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14396997905414039199,google:cid:14396997905414039199,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14396997905414039199,ChIJzYiq9RqXwoARnyY_AFFpzMc,Yadidi Orli DDS,Dentist,"14520 Archwood St, Van Nuys, CA 91405",91405,34.1926723,-118.4497297,+1818-994-1200,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14398040770914807551,google:cid:14398040770914807551,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14398040770914807551,ChIJVVVZxenAwoAR_-73C8wd0Mc,Dr. Gohar Grigorian,Dentist,"3161 Los Feliz Blvd, Los Angeles, CA 90039",90039,34.1240208,-118.2680338,+1323-663-2606,tsolakyan.com,https://tsolakyan.com/about/,5.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14400576529693718479,google:cid:14400576529693718479,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14400576529693718479,ChIJr0yuKB5L3YARz7c4ZQ4g2cc,Louie Cayley S DDS,Dentist,"3500 Lomita Blvd #201, Torrance, CA 90505",90505,33.8135244,-118.3465573,+1310-530-7777,www.cayleylouiedds.com,http://www.cayleylouiedds.com/,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14402061407035431065,google:cid:14402061407035431065,business_listings,1,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14402061407035431065,ChIJNTlTnwa0woARmZi1V4tm3sc,Adore Dental,Cosmetic dentist,"2101 Rosecrans Ave #1200, El Segundo, CA 90245",90245,33.9026684,-118.3878843,+1310-640-3500,adoredentalcare.com,http://adoredentalcare.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,168.0,2,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14403390005740530462,google:cid:14403390005740530462,business_listings,1,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14403390005740530462,ChIJc4rBbqu5woARHmuT1eUe48c,Beverly Hills Implant Center,Cosmetic dentist,"8383 Wilshire Blvd #358, Beverly Hills, CA 90211",90211,34.0650059,-118.3733892,+1310-424-7072,www.beverlyhillsimplants.com,https://www.beverlyhillsimplants.com/,84.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14404281617651299784,google:cid:14404281617651299784,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14404281617651299784,ChIJhageZ0Ms3YARyHXLaNBJ5sc,Fernando-Lim Joy S DDS,Dentist,"13330 South St, Cerritos, CA 90703",90703,33.8584038,-118.0475013,+1562-924-7777,,,4.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14404883587476082968,google:cid:14404883587476082968,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14404883587476082968,ChIJ7WOPiqvqwoARGNFdbk1t6Mc,"Dr. Artin Davoodian, DDS",Dentist,"421 E Angeleno Ave Ste 101, Burbank, CA 91501",91501,34.1828773,-118.3049849,+1818-559-2400,www.burbankendo.com,http://www.burbankendo.com/,29.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14405395248794879126,google:cid:14405395248794879126,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14405395248794879126,ChIJ6xinmQEu3YARlsSE3ac-6sc,Papazian George A DDS,Dentist,"6226 E Spring St #330, Long Beach, CA 90815",90815,33.8099674,-118.1102155,+1562-420-1338,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:1440637047020553853,google:cid:1440637047020553853,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1440637047020553853,ChIJhyAH-HDPwoARfYbt7cIr_hM,"Dr. Prakash Joshi, DDS",Dentist,"4545 E 3rd St #108, East Los Angeles, CA 90022",90022,34.0337158,-118.1677195,+1323-780-0189,,,4.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14408713597637629637,google:cid:14408713597637629637,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14408713597637629637,ChIJ6T2KaW4s3YARxRaIKa0I9sc,"Dr. Maria Regina M. Tan, DDS",Dentist,"30 Centerpointe Dr, La Palma, CA 90623",90623,33.8598702,-118.0328142,+1714-994-0888,,,5.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14409296036414560571,google:cid:14409296036414560571,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14409296036414560571,ChIJKUasHQzHwoAROxnvwWYa-Mc,Cristine Zapanta DDS,Dentist,"2105 Beverly Blvd Ste 103, Los Angeles, CA 90057",90057,34.067242199999995,-118.2704018,+1213-483-4600,www.zapantadental.com,http://www.zapantadental.com/,9.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14409391030477534208,google:cid:14409391030477534208,business_listings,1,Periodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14409391030477534208,ChIJm0CLpyeYwoARADRQScxw-Mc,Niver & Sobel,Periodontist,"16311 Ventura Blvd, Encino, CA 91436",91436,34.1575304,-118.4885108,+1818-788-6600,www.encinoperio.com,http://www.encinoperio.com/,5.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14409859845539238760,google:cid:14409859845539238760,business_listings,1,Pediatric dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14409859845539238760,ChIJ85SLoWm9woARaBOIzC4b-sc,Westwood Kids Dental,Pediatric dentist,"10921 Wilshire Blvd Unit 801, Los Angeles, CA 90024",90024,34.0590006,-118.4449171,+1310-388-3859,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14411585404749900320,google:cid:14411585404749900320,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14411585404749900320,ChIJ6wnBF3gv3YARIGpS3JE8AMg,Dr. Youngmo Kang - Concierge Care Dental (Los Alamitos),Dentist,"3532 Howard Ave Unit 203, Los Alamitos, CA 90720",90720,33.800415,-118.0711517,+1562-598-8615,conciergecaredental.com,http://conciergecaredental.com/,50.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14411932726038502565,google:cid:14411932726038502565,business_listings,1,Orthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14411932726038502565,ChIJIwA4-4G8woARpRxa5nR4Acg,Baum Orthodontics,Orthodontist,"10921 Wilshire Blvd Unit 804, Los Angeles, CA 90024",90024,34.059104999999995,-118.4447646,+1310-208-5678,www.baumorthodontics.com,http://www.baumorthodontics.com/,9.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14412032632420682352,google:cid:14412032632420682352,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14412032632420682352,ChIJL45Pwh8s3YARcMrFKlLTAcg,"Dr. Samuel Au, DDS",Dentist,"30 Centerpointe Dr Ste 10, La Palma, CA 90623",90623,33.8598096,-118.0329489,+1714-826-9988,www.drsamuelau.com,https://www.drsamuelau.com/,180.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14414464382383656736,google:cid:14414464382383656736,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14414464382383656736,ChIJ0QaEaWkx3YARII9_E_x2Csg,Dr. Rula Al-Salti,Dentist,"1150 E Anaheim St, Long Beach, CA 90813",90813,33.7824002,-118.1782535,+1626-988-6288,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:1441764645271070007,google:cid:1441764645271070007,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1441764645271070007,ChIJ51fIaI-ewoARN2UZW04tAhQ,Complete Health Dentistry,Dentist,"22600 Ventura Blvd #204, Woodland Hills, CA 91364",91364,34.1670975,-118.6188534,+1818-225-0046,chdwh.com,https://chdwh.com/,493.0,2,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14418727947114671117,google:cid:14418727947114671117,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14418727947114671117,ChIJ___PRc1J3YARDWzEmKycGcg,Dr. Meysam Zaker,Dentist,"2470 S Western Ave A, San Pedro, CA 90732",90732,33.7232326,-118.3120852,+1310-400-5651,,,2.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14420304654845782970,google:cid:14420304654845782970,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14420304654845782970,ChIJw0TxUV3DwoARuqv-eK42H8g,Phillip Park DDS,Dentist,"742 E Colorado Blvd, Pasadena, CA 91101",91101,34.1457457,-118.1350251,+1626-405-0707,,,3.0,2,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14421381199934328306,google:cid:14421381199934328306,business_listings|maps_specialist,2,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14421381199934328306,ChIJkaolfYK4woAR8g2VKMsJI8g,Smile & Beyond: Dr. Audrey Yoon Orthodontics,Dentist,"3470 Wilshire Blvd #812, Los Angeles, CA 90010",90010,34.0614987,-118.300231,+1213-215-2450,www.draudreyyoon.com,https://www.draudreyyoon.com/,28.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14421607112209116048,google:cid:14421607112209116048,business_listings,1,Cosmetic dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14421607112209116048,ChIJXb0wuMLbwoARkKt4dULXI8g,Cosmetic Dentistry & Implant,Cosmetic dentist,"10 E Huntington Dr # D, Arcadia, CA 91006",91006,34.1397408,-118.0307077,+1626-821-0169,www.caimplant.com,http://www.caimplant.com/,2.0,2,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14422491232828451974,google:cid:14422491232828451974,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14422491232828451974,ChIJvbon8SIl6IARhuzs1Fz7Jsg,Skyline Dental,Dentist,"2875 E Thousand Oaks Blvd, Thousand Oaks, CA 91362",91362,34.1714413,-118.8373987,+1805-552-5505,www.skylinedental.com,https://www.skylinedental.com/?utm_source=google&utm_medium=google_business_profile+&utm_campaign=website_click,258.0,2,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14423194719081497410,google:cid:14423194719081497410,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14423194719081497410,ChIJoy-1FI013YARQoMk_S17Kcg,Harbor Dental Associates: Johnson Candance DDS,Dentist,"25617 Dodge Ave, Harbor City, CA 90710",90710,33.7917322,-118.2892069,+1310-835-3144,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14425409570408029279,google:cid:14425409570408029279,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14425409570408029279,ChIJpR6-Jngt3YARX9ywP5NZMcg,Bloore Dawn M DDS,Dentist,"10929 South St Ste 208B, Cerritos, CA 90703",90703,33.8587214,-118.1010635,+1562-860-6587,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14428310955756961940,google:cid:14428310955756961940,business_listings,1,Dental implants periodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14428310955756961940,ChIJ-2fcIFpL3YARlEDFql6oO8g,Hayashi Ellen DDS,Dental implants periodontist,"1921 S Catalina Ave #3, Redondo Beach, CA 90277",90277,33.8153617,-118.3869179,+1310-375-8012,,,2.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14429043102470974112,google:cid:14429043102470974112,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14429043102470974112,ChIJC7PM4ryVwoARoCqV20BCPsg,Devine Dental Studios Inc,Dentist,"10510 Victory Blvd Unit 203, North Hollywood, CA 91606",91606,34.1847221,-118.3601315,+1818-505-9131,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14429543622100887152,google:cid:14429543622100887152,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14429543622100887152,ChIJiY7crqg13YARcKZTKnkJQMg,"Dr. Lida Mohaghegh Davani, DDS",Dentist,"23541 Avalon Blvd, Carson, CA 90745",90745,33.811423,-118.2649733,+1310-830-3500,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14431995619010018448,google:cid:14431995619010018448,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14431995619010018448,ChIJP6SAgwCbwoARkPwVL42_SMg,Diamond Victor J DDS,Dentist,"9335 Reseda Blvd, Northridge, CA 91324",91324,34.240157499999995,-118.5364331,+1818-701-0107,,,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14437448377272563522,google:cid:14437448377272563522,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14437448377272563522,ChIJOcbgAzaZwoARQvdeZs4eXMg,Dentists of Reseda,Dentist,"19339 Victory Blvd Unit 102, Reseda, CA 91335",91335,34.1870343,-118.5550607,+1818-572-2858,www.dentistsofreseda.com,https://www.dentistsofreseda.com/?sc_cid=GBP%3AO%3AGP%3A1151%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MjAzNjkyMzE2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,71.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14440100802390725946,google:cid:14440100802390725946,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14440100802390725946,ChIJ95fhk8_bwoAROhVVPyyLZcg,21 Dental Group,Dentist,"21 W Duarte Rd Ste A, Arcadia, CA 91007",91007,34.1296254,-118.0322114,+1626-821-9970,21dentalarcadia.com,http://21dentalarcadia.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,211.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14440486208956806712,google:cid:14440486208956806712,business_listings,1,Orthodontist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14440486208956806712,ChIJjwCLq_XNwoARODbMtLLpZsg,Braces Invisalign​ in Bellflower - Dr. Bahar Movahed - Orthodontist Bellflower,Orthodontist,"10302 Rosecrans Ave Suite 102, Bellflower, CA 90706",90706,33.9015423,-118.1139797,+1562-740-0973,orthodontist.bellflowerdentalgroup.com,http://orthodontist.bellflowerdentalgroup.com/,1.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14443216184176333316,google:cid:14443216184176333316,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14443216184176333316,ChIJt_37NT476IARBNIAmJiccMg,Acorn Family Dentistry,Dentist,"430 E Avenida De Los Arboles #105, Thousand Oaks, CA 91360",91360,34.2174822,-118.8694458,+1805-496-0333,acornfamilydentistry.com,http://acornfamilydentistry.com/,13.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:1444338271744703505,google:cid:1444338271744703505,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,1444338271744703505,ChIJzSJ32WC7woARETzYdgFSCxQ,Nader Nikman DDS,Dentist,"11645 Wilshire Blvd #790, Los Angeles, CA 90025",90025,34.0503341,-118.4604283,+1310-312-0505,www.brentwoodcosmeticdentistry.com,http://www.brentwoodcosmeticdentistry.com/,18.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14444956717627481180,google:cid:14444956717627481180,business_listings,1,Dental clinic,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14444956717627481180,ChIJWfdlZW-1woARXBwUHprLdsg,8550 DENTAL NV HOLDINGS INC.,Dental clinic,"4212 Artesia Blvd, Torrance, CA 90504",90504,33.8723951,-118.3488312,,dumpsterrolloffnearmellc.com,https://dumpsterrolloffnearmellc.com/,,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14445023157720124625,google:cid:14445023157720124625,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14445023157720124625,ChIJv87SxT3FwoAR0QwzaAcId8g,Fang Dental Studio | Dr. Kevin Fang,Dentist,"518 W Huntington Dr, Monrovia, CA 91016",91016,34.1382318,-118.0105612,+1626-702-3371,www.fangdentalstudio.com,https://www.fangdentalstudio.com/,71.0,1,eligible_target_zip,include_dental_provider,,,,
LA_CA_L,google:cid:14445421277858072256,google:cid:14445421277858072256,business_listings,1,Dentist,automatic_include,include_dental_provider,all_exact_profile_sources_pass_frozen_category_rule,14445421277858072256,ChIJxxbL9aybwoARwIaZ-R1yeMg,Dr. Isaac Kahen Kashani,Dentist,"8954 Reseda Blvd #100, Northridge, CA 91324",91324,34.2333936,-118.5358471,+1818-701-3010,,,4.0,1,eligible_target_zip,include_dental_provider,,,,
